"id","dam","sire","sex"
"BH17822","BC85899","BC13915",NA
"BH17821","BC85899","BC13915",NA
"BH17824","BC85899","BC13915",NA
"BH17818","BC85899","BC13915","M"
"BH17819","BC85899","BC13915","M"
"BH17823","BC85899","BC13915",NA
"BH17831","BC85937",NA,NA
"BH17830","BC85937",NA,"F"
"BH17825","BC85937",NA,NA
"BH17832","BC85937",NA,"M"
"BH17826","BC85937",NA,"F"
"BH17833","BC85937",NA,NA
"BH17827","BC85937",NA,NA
"BH17828","BC85937",NA,NA
"BH17829","BC85937",NA,NA
"BH17834","BC85937",NA,NA
"BH17952","BC85923",NA,NA
"BH17951","BC85923",NA,NA
"BH17954","BC85923",NA,NA
"BH17950","BC85923",NA,NA
"BH17953","BC85923",NA,NA
"BH18249","BH17788",NA,NA
"BH18250","BH17788",NA,NA
"BH18251","BH17788",NA,"M"
"BH18248","BH17788",NA,NA
"BH18004","BH17794",NA,NA
"BH18006","BH17794",NA,NA
"BH18002","BH17794",NA,NA
"BH18003","BH17794",NA,"F"
"BH18007","BH17794",NA,NA
"BH18005","BH17794",NA,"M"
"BH17839","BC85897","BA47936",NA
"BH17842","BC85897","BA47936",NA
"BH17835","BC85897","BA47936",NA
"BH17844","BC85897","BA47936",NA
"BH17838","BC85897","BA47936",NA
"BH17836","BC85897","BA47936",NA
"BH17837","BC85897","BA47936",NA
"BH17841","BC85897","BA47936",NA
"BH17843","BC85897","BA47936",NA
"BH17840","BC85897","BA47936",NA
"BH18257",NA,NA,NA
"BH18259",NA,NA,NA
"BH18258",NA,NA,NA
"BH18253",NA,NA,NA
"BH18260",NA,NA,NA
"BH18255",NA,NA,NA
"BH18252",NA,NA,NA
"BH18256",NA,NA,NA
"BH18254",NA,NA,NA
"BH18118","BC13707",NA,NA
"BH18116","BC13707",NA,"M"
"BH18119","BC13707",NA,"F"
"BH18117","BC13707",NA,NA
"BH18115","BC13707",NA,NA
"BH18022","BC13395","BA66513",NA
"BH18018","BC13395","BA66513",NA
"BH18016","BC13395","BA66513",NA
"BH18021","BC13395","BA66513","F"
"BH18020","BC13395","BA66513",NA
"BH18024","BC13395","BA66513",NA
"BH18017","BC13395","BA66513",NA
"BH18023","BC13395","BA66513",NA
"BH18019","BC13395","BA66513",NA
"BH18008","BC76402","BA44867",NA
"BH18010","BC76402","BA44867",NA
"BH18013","BC76402","BA44867",NA
"BH18012","BC76402","BA44867",NA
"BH18009","BC76402","BA44867",NA
"BH18015","BC76402","BA44867",NA
"BH18014","BC76402","BA44867",NA
"BH18011","BC76402","BA44867",NA
"BH18032","BH17801","BH18041",NA
"BH18027","BH17801","BH18041",NA
"BH18029","BH17801","BH18041",NA
"BH18026","BH17801","BH18041",NA
"BH18033","BH17801","BH18041",NA
"BH18031","BH17801","BH18041",NA
"BH18028","BH17801","BH18041",NA
"BH18030","BH17801","BH18041",NA
"BH18025","BH17801","BH18041",NA
"BH18241","BH17625","BH17594",NA
"BH18244","BH17625","BH17594","F"
"BH18247","BH17625","BH17594",NA
"BH18246","BH17625","BH17594",NA
"BH18243","BH17625","BH17594",NA
"BH18242","BH17625","BH17594",NA
"BH18245","BH17625","BH17594",NA
"BH18138","BH62065",NA,NA
"BH18136","BH62065",NA,NA
"BH18137","BH62065",NA,NA
"BH18139","BH62065",NA,"M"
"BH18141","BH62065",NA,NA
"BH18140","BH62065",NA,NA
"BH18079","BA66800","BA66786",NA
"BH18078","BA66800","BA66786",NA
"BH18080","BA66800","BA66786",NA
"BH18073","BA66800","BA66786",NA
"BH18077","BA66800","BA66786",NA
"BH18075","BA66800","BA66786",NA
"BH18076","BA66800","BA66786",NA
"BH18074","BA66800","BA66786",NA
"BH18048","BC76405",NA,NA
"BH18049","BC76405",NA,NA
"BH18047","BC76405",NA,NA
"BH18051","BC76405",NA,NA
"BH18050","BC76405",NA,NA
"BH18046","BC76405",NA,NA
"BH17812","BH62173","BH17785",NA
"BH17813","BH62173","BH17785",NA
"BH17816","BH62173","BH17785",NA
"BH17814","BH62173","BH17785",NA
"BH17815","BH62173","BH17785",NA
"BH17809","BH62173","BH17785",NA
"BH17810","BH62173","BH17785",NA
"BH17811","BH62173","BH17785","F"
"BH17817","BH62173","BH17785",NA
"BH18098","BC85049",NA,NA
"BH18091","BC85049",NA,NA
"BH18097","BC85049",NA,NA
"BH18088","BC85049",NA,NA
"BH18090","BC85049",NA,NA
"BH18092","BC85049",NA,NA
"BH18095","BC85049",NA,NA
"BH18096","BC85049",NA,NA
"BH18089","BC85049",NA,NA
"BH18093","BC85049",NA,"M"
"BH62845","BJ04018","BH62512",NA
"BH62841","BJ04018","BH62512",NA
"BH62839","BJ04018","BH62512",NA
"BH62838","BJ04018","BH62512",NA
"BH62843","BJ04018","BH62512",NA
"BH62842","BJ04018","BH62512",NA
"BH62844","BJ04018","BH62512","M"
"BH62840","BJ04018","BH62512",NA
"BH62837","BJ04018","BH62512",NA
"BH62786","BH62322","BH62271",NA
"BH62785","BH62322","BH62271",NA
"BH62783","BH62322","BH62271",NA
"BH62784","BH62322","BH62271",NA
"BH62787","BH62322","BH62271",NA
"BH62534","BH01395","BH62046",NA
"BH62536","BH01395","BH62046",NA
"BH62533","BH01395","BH62046",NA
"BH62535","BH01395","BH62046",NA
"BH62538","BH01395","BH62046",NA
"BH62539","BH01395","BH62046","M"
"BH62537","BH01395","BH62046",NA
"BH62794","BA66580",NA,NA
"BH62791","BA66580",NA,NA
"BH62789","BA66580",NA,NA
"BH62793","BA66580",NA,"F"
"BH62792","BA66580",NA,NA
"BH62790","BA66580",NA,NA
"BH62788","BA66580",NA,"F"
"BH62542","BH01515","BH62511",NA
"BH62548","BH01515","BH62511",NA
"BH62547","BH01515","BH62511",NA
"BH62544","BH01515","BH62511","F"
"BH62540","BH01515","BH62511",NA
"BH62543","BH01515","BH62511",NA
"BH62546","BH01515","BH62511",NA
"BH62545","BH01515","BH62511",NA
"BH62541","BH01515","BH62511",NA
"BH62550","BC13047","BC13103","F"
"BH62549","BC13047","BC13103","F"
"BH62827","BH62501","BA66502","F"
"BH62826","BH62501","BA66502",NA
"BH62825","BH62501","BA66502",NA
"BH62829","BH62501","BA66502",NA
"BH62828","BH62501","BA66502",NA
"BH62836","BH62509","BH62513",NA
"BH62831","BH62509","BH62513",NA
"BH62832","BH62509","BH62513",NA
"BH62835","BH62509","BH62513",NA
"BH62830","BH62509","BH62513","M"
"BH62834","BH62509","BH62513",NA
"BH62833","BH62509","BH62513",NA
"BH62908","BA47979",NA,NA
"BH62911","BA47979",NA,NA
"BH62907","BA47979",NA,NA
"BH62906","BA47979",NA,NA
"BH62909","BA47979",NA,NA
"BH62912","BA47979",NA,NA
"BH62910","BA47979",NA,NA
"BH62796","BA44959",NA,"M"
"BH62797","BA44959",NA,NA
"BH62799","BA44959",NA,"F"
"BH62798","BA44959",NA,NA
"BH62795","BA44959",NA,"M"
"BH18263","BH17633",NA,NA
"BH18262","BH17633",NA,NA
"BH18264","BH17633",NA,NA
"BH18265","BH17633",NA,NA
"BH18261","BH17633",NA,NA
"BH18065","BA02190",NA,"M"
"BH18063","BA02190",NA,"M"
"BH18064","BA02190",NA,NA
"BH18155","BH17802",NA,"F"
"BH18157","BH17802",NA,NA
"BH18159","BH17802",NA,NA
"BH18163","BH17802",NA,NA
"BH18160","BH17802",NA,NA
"BH18158","BH17802",NA,NA
"BH18154","BH17802",NA,NA
"BH18162","BH17802",NA,NA
"BH18161","BH17802",NA,"F"
"BH18156","BH17802",NA,"F"
"BH18087",NA,NA,NA
"BH18086",NA,NA,NA
"BH18085",NA,NA,NA
"BH18169","BH17787",NA,NA
"BH18167","BH17787",NA,NA
"BH18165","BH17787",NA,NA
"BH18168","BH17787",NA,NA
"BH18164","BH17787",NA,NA
"BH18166","BH17787",NA,NA
"BH18170","BH17787",NA,NA
"BH17958","BH17566",NA,NA
"BH17960","BH17566",NA,NA
"BH17959","BH17566",NA,NA
"BH17962","BH17566",NA,NA
"BH17961","BH17566",NA,NA
"BH18142","BC85326",NA,NA
"BH18145","BC85326",NA,"F"
"BH18144","BC85326",NA,NA
"BH18148","BC85326",NA,NA
"BH18143","BC85326",NA,NA
"BH18147","BC85326",NA,"M"
"BH18146","BC85326",NA,NA
"BH17902","BC13841",NA,NA
"BH17903","BC13841",NA,NA
"BH17850","BC13841",NA,"M"
"BH17901","BC13841",NA,NA
"BH17847","BC13841",NA,NA
"BH17849","BC13841",NA,NA
"BH17848","BC13841",NA,NA
"BH17846","BC13841",NA,NA
"BH17845","BC13841",NA,NA
"BH17971","BH17804","BC85563",NA
"BH17966","BH17804","BC85563",NA
"BH17969","BH17804","BC85563",NA
"BH17967","BH17804","BC85563",NA
"BH17964","BH17804","BC85563",NA
"BH17968","BH17804","BC85563",NA
"BH17970","BH17804","BC85563",NA
"BH17965","BH17804","BC85563",NA
"BH17963","BH17804","BC85563",NA
"BH17978",NA,"BH17996",NA
"BH17980",NA,"BH17996",NA
"BH17975",NA,"BH17996",NA
"BH17977",NA,"BH17996",NA
"BH17976",NA,"BH17996",NA
"BH17981",NA,"BH17996",NA
"BH17979",NA,"BH17996",NA
"BH17973","BH17935",NA,NA
"BH17972","BH17935",NA,NA
"BH17974","BH17935",NA,NA
"BH18273","BH62353",NA,NA
"BH18274","BH62353",NA,NA
"BH18272","BH62353",NA,NA
"BH18271","BH62353",NA,NA
"BH18275","BH62030",NA,NA
"BH18276","BH62030",NA,NA
"BH18277","BH62030",NA,NA
"BH18279","BH62030",NA,NA
"BH18278","BH62030",NA,NA
"BH17910",NA,NA,NA
"BH17904",NA,NA,NA
"BH17907",NA,NA,NA
"BH17911",NA,NA,NA
"BH17908",NA,NA,NA
"BH17913",NA,NA,NA
"BH17906",NA,NA,NA
"BH17909",NA,NA,NA
"BH17905",NA,NA,NA
"BH17912",NA,NA,"F"
"BH18172","BH17803",NA,NA
"BH18175","BH17803",NA,NA
"BH18173","BH17803",NA,NA
"BH18171","BH17803",NA,NA
"BH18178","BH17803",NA,NA
"BH18176","BH17803",NA,NA
"BH18174","BH17803",NA,NA
"BH18177","BH17803",NA,NA
"BH17984","BH17796",NA,NA
"BH17983","BH17796",NA,NA
"BH17987","BH17796",NA,NA
"BH17986","BH17796",NA,NA
"BH17985","BH17796",NA,NA
"BH17982","BH17796",NA,NA
"BH17988","BH17796",NA,"F"
"BH18189","BH62170",NA,NA
"BH18187","BH62170",NA,"M"
"BH18192","BH62170",NA,NA
"BH18190","BH62170",NA,NA
"BH18191","BH62170",NA,NA
"BH18193","BH62170",NA,NA
"BH18188","BH62170",NA,"M"
"BH18224","BA47994",NA,NA
"BH18225","BA47994",NA,NA
"BH18223","BA47994",NA,NA
"BH18229","BH62506","BA64763",NA
"BH18227","BH62506","BA64763",NA
"BH18230","BH62506","BA64763",NA
"BH18226","BH62506","BA64763",NA
"BH18228","BH62506","BA64763",NA
"BH18232","BA47984","BA25345",NA
"BH18231","BA47984","BA25345",NA
"BH18234","BA47984","BA25345",NA
"BH18233","BA47984","BA25345",NA
"BH62900",NA,NA,NA
"BH62901",NA,NA,"F"
"BH62902",NA,NA,NA
"BH62899",NA,NA,NA
"BH62905",NA,NA,NA
"BH62903",NA,NA,NA
"BH62904",NA,NA,NA
"BH18083","BA72781","BC13666",NA
"BH18081","BA72781","BC13666",NA
"BH18084","BA72781","BC13666",NA
"BH18082","BA72781","BC13666",NA
"BH18184","BH62028","BH17537","F"
"BH18186","BH62028","BH17537",NA
"BH18185","BH62028","BH17537",NA
"BH18196","BC85473","BA44534",NA
"BH18197","BC85473","BA44534",NA
"BH18195","BC85473","BA44534",NA
"BH18194","BC85473","BA44534",NA
"BH18237","BA44623","BA44618",NA
"BH18235","BA44623","BA44618",NA
"BH18238","BA44623","BA44618",NA
"BH18239","BA44623","BA44618",NA
"BH18236","BA44623","BA44618",NA
"BH18240","BA44623","BA44618",NA
"BH62893","BH17599",NA,NA
"BH62891","BH17599",NA,NA
"BH62892","BH17599",NA,NA
"BH62897","BH62507","BH62853",NA
"BH62898","BH62507","BH62853",NA
"BH62895","BH62507","BH62853",NA
"BH62896","BH62507","BH62853",NA
"BH62894","BH62507","BH62853",NA
"BH18218","BC85471","BC85495",NA
"BH18221","BC85471","BC85495",NA
"BH18217","BC85471","BC85495",NA
"BH18219","BC85471","BC85495",NA
"BH18220","BC85471","BC85495",NA
"BH18214","BC85471","BC85495",NA
"BH18215","BC85471","BC85495","F"
"BH18222","BC85471","BC85495",NA
"BH18216","BC85471","BC85495",NA
"BH62528","BC85485","BC85483",NA
"BH62532","BC85485","BC85483",NA
"BH62526","BC85485","BC85483","M"
"BH62530","BC85485","BC85483",NA
"BH62529","BC85485","BC85483",NA
"BH62527","BC85485","BC85483",NA
"BH62531","BC85485","BC85483",NA
"BH17946","BC85940","BH17581",NA
"BH17945","BC85940","BH17581",NA
"BH17949","BC85940","BH17581",NA
"BH17947","BC85940","BH17581",NA
"BH17948","BC85940","BH17581",NA
"BH18071","BH17808",NA,NA
"BH18066","BH17808",NA,NA
"BH18069","BH17808",NA,"M"
"BH18068","BH17808",NA,NA
"BH18070","BH17808",NA,NA
"BH18072","BH17808",NA,NA
"BH18067","BH17808",NA,NA
"BC76410","BH17805",NA,NA
"BC76411","BH17805",NA,NA
"BC76409","BH17805",NA,"M"
"BC76408","BH17805",NA,NA
"BC76412","BH17805",NA,NA
"BC76414","BH17805",NA,"F"
"BC76413","BH17805",NA,NA
"BC76407","BH17805",NA,NA
"BC76418","BA44539","BH17554",NA
"BC76416","BA44539","BH17554","F"
"BC76422","BA44539","BH17554",NA
"BC76415","BA44539","BH17554",NA
"BC76419","BA44539","BH17554",NA
"BC76417","BA44539","BH17554",NA
"BC76421","BA44539","BH17554",NA
"BC76420","BA44539","BH17554",NA
"BC76429","BH17806","BH62154",NA
"BC76424","BH17806","BH62154",NA
"BC76428","BH17806","BH62154",NA
"BC76426","BH17806","BH62154",NA
"BC76427","BH17806","BH62154",NA
"BC76425","BH17806","BH62154",NA
"BC76431","BH17807",NA,NA
"BC76432","BH17807",NA,NA
"BC76433","BH17807",NA,"M"
"BC76436","BH17807",NA,NA
"BC76435","BH17807",NA,NA
"BC76434","BH17807",NA,NA
"BC76437","BH17807",NA,NA
"BC76430","BH17807",NA,"F"
"BH62870","BH62184","BH62376",NA
"BH62871","BH62184","BH62376",NA
"BH62865","BH62184","BH62376",NA
"BH62864","BH62184","BH62376",NA
"BH62867","BH62184","BH62376",NA
"BH62866","BH62184","BH62376",NA
"BH62868","BH62184","BH62376",NA
"BH62869","BH62184","BH62376",NA
"BH18269",NA,NA,NA
"BH18270",NA,NA,NA
"BH18268",NA,NA,NA
"BH18266",NA,NA,NA
"BH18267",NA,NA,NA
"BH18056","BC85459",NA,NA
"BH18058","BC85459",NA,NA
"BH18059","BC85459",NA,NA
"BH18057","BC85459",NA,NA
"BJ54243","BJ54004","BH62094",NA
"BJ54240","BJ54004","BH62094",NA
"BJ54239","BJ54004","BH62094",NA
"BJ54234","BJ54004","BH62094",NA
"BJ54242","BJ54004","BH62094",NA
"BJ54241","BJ54004","BH62094",NA
"BJ54235","BJ54004","BH62094",NA
"BJ54237","BJ54004","BH62094",NA
"BJ54236","BJ54004","BH62094",NA
"BJ54238","BJ54004","BH62094",NA
"BJ54045","BA44545",NA,"M"
"BJ54043","BA44545",NA,NA
"BJ54047","BA44545",NA,NA
"BJ54050","BA44545",NA,NA
"BJ54049","BA44545",NA,"M"
"BJ54044","BA44545",NA,"M"
"BJ54048","BA44545",NA,NA
"BJ54046","BA44545",NA,NA
"BJ54031","BA72778","BH62616",NA
"BJ54034","BA72778","BH62616",NA
"BJ54035","BA72778","BH62616",NA
"BJ54033","BA72778","BH62616",NA
"BJ54032","BA72778","BH62616",NA
"BJ54030","BA72778","BH62616","M"
"BJ54412","BC85492","BC13314",NA
"BJ54411","BC85492","BC13314",NA
"BJ54380","BJ54009","BA04605",NA
"BJ54375","BJ54009","BA04605",NA
"BJ54377","BJ54009","BA04605",NA
"BJ54376","BJ54009","BA04605","F"
"BJ54379","BJ54009","BA04605",NA
"BJ54381","BJ54009","BA04605",NA
"BJ54382","BJ54009","BA04605",NA
"BJ54378","BJ54009","BA04605",NA
"BJ54374","BJ54009","BA04605",NA
"BJ54417","BJ54006","BH62720",NA
"BJ54418","BJ54006","BH62720",NA
"BJ54413","BJ54006","BH62720",NA
"BJ54416","BJ54006","BH62720",NA
"BJ54414","BJ54006","BH62720",NA
"BJ54415","BJ54006","BH62720",NA
"BJ54223","BA44537",NA,NA
"BJ54229","BA44537",NA,NA
"BJ54221","BA44537",NA,NA
"BJ54230","BA44537",NA,NA
"BJ54222","BA44537",NA,NA
"BJ54224","BA44537",NA,NA
"BJ54227","BA44537",NA,NA
"BJ54226","BA44537",NA,NA
"BJ54225","BA44537",NA,NA
"BJ54231","BA44537",NA,NA
"BJ54228","BA44537",NA,NA
"BJ54232","BH01563",NA,NA
"BJ54372","BH62766","BH01562","M"
"BJ54370","BH62766","BH01562",NA
"BJ54371","BH62766","BH01562","F"
"BJ54373","BH62766","BH01562","M"
"BJ54956","BA72789",NA,NA
"BJ54959","BA72789",NA,NA
"BJ54957","BA72789",NA,NA
"BJ54958","BA72789",NA,NA
"BJ54158","BH17617","BH17664",NA
"BJ54152","BH17617","BH17664","M"
"BJ54159","BH17617","BH17664",NA
"BJ54154","BH17617","BH17664",NA
"BJ54155","BH17617","BH17664",NA
"BJ54156","BH17617","BH17664","F"
"BJ54157","BH17617","BH17664","M"
"BJ54153","BH17617","BH17664",NA
"BJ54160","BH17617","BH17664","M"
"BJ54407","BH62081","BC85479",NA
"BJ54409","BH62081","BC85479",NA
"BJ54403","BH62081","BC85479",NA
"BJ54404","BH62081","BC85479",NA
"BJ54410","BH62081","BC85479",NA
"BJ54408","BH62081","BC85479",NA
"BJ54405","BH62081","BC85479",NA
"BJ54406","BH62081","BC85479",NA
"BJ54927","BH62392",NA,NA
"BJ54928","BH62392",NA,NA
"BJ54931","BH62392",NA,NA
"BJ54934","BH62392",NA,NA
"BJ54929","BH62392",NA,NA
"BJ54932","BH62392",NA,NA
"BJ54935","BH62392",NA,NA
"BJ54925","BH62392",NA,NA
"BJ54933","BH62392",NA,NA
"BJ54930","BH62392",NA,NA
"BJ54926","BH62392",NA,NA
"BJ54939",NA,NA,NA
"BJ54942",NA,NA,NA
"BJ54940",NA,NA,NA
"BJ54943",NA,NA,NA
"BJ54938",NA,NA,NA
"BJ54936",NA,NA,NA
"BJ54944",NA,NA,NA
"BJ54941",NA,NA,NA
"BJ54945",NA,NA,NA
"BJ54937",NA,NA,NA
"BH18340","BH18301",NA,NA
"BH18341","BH18301",NA,NA
"BH18338","BH18301",NA,"M"
"BH18339","BH18301",NA,NA
"BH18337","BH18301",NA,"M"
"BJ54955","BH17646",NA,NA
"BJ54947","BH17646",NA,"M"
"BJ54953","BH17646",NA,NA
"BJ54951","BH17646",NA,NA
"BJ54950","BH17646",NA,NA
"BJ54949","BH17646",NA,NA
"BJ54948","BH17646",NA,NA
"BJ54952","BH17646",NA,NA
"BJ54946","BH17646",NA,NA
"BJ54954","BH17646",NA,NA
"BJ54905",NA,NA,NA
"BJ54904",NA,NA,"M"
"BJ54901",NA,NA,NA
"BJ54906",NA,NA,"M"
"BJ54902",NA,NA,"F"
"BJ54903",NA,NA,NA
"BH18316","BH62591",NA,"F"
"BH18314","BH62591",NA,NA
"BH18319","BH62591",NA,NA
"BH18310","BH62591",NA,NA
"BH18309","BH62591",NA,NA
"BH18311","BH62591",NA,NA
"BH18313","BH62591",NA,"F"
"BH18317","BH62591",NA,NA
"BH18312","BH62591",NA,NA
"BH18315","BH62591",NA,NA
"BH18321","BE08975",NA,NA
"BH18326","BE08975",NA,"M"
"BH18327","BE08975",NA,NA
"BH18325","BE08975",NA,NA
"BH18322","BE08975",NA,NA
"BH18324","BE08975",NA,NA
"BH18323","BE08975",NA,"M"
"BH18328","BE08975",NA,NA
"BH18320","BE08975",NA,NA
"BH18343",NA,NA,NA
"BH18342",NA,NA,"M"
"BH18345",NA,NA,"M"
"BH18348",NA,NA,NA
"BH18346",NA,NA,NA
"BH18347",NA,NA,"F"
"BH18344",NA,NA,NA
"BH18349",NA,NA,NA
"BH18334","BH62563",NA,NA
"BH18335","BH62563",NA,NA
"BH18329","BH62563",NA,NA
"BH18331","BH62563",NA,"M"
"BH18330","BH62563",NA,NA
"BH18333","BH62563",NA,NA
"BH18336","BH62563",NA,NA
"BH18332","BH62563",NA,NA
"BJ54924","BH62008",NA,NA
"BJ54922","BH62008",NA,NA
"BJ54914","BH62008",NA,NA
"BJ54913","BH62008",NA,"M"
"BJ54912","BH62008",NA,NA
"BJ54918","BH62008",NA,NA
"BJ54920","BH62008",NA,NA
"BJ54923","BH62008",NA,NA
"BJ54916","BH62008",NA,NA
"BJ54921","BH62008",NA,NA
"BJ54915","BH62008",NA,NA
"BJ54917","BH62008",NA,NA
"BJ54919","BH62008",NA,NA
"BJ54908","AH57281",NA,NA
"BJ54907","AH57281",NA,NA
"BJ54910","AH57281",NA,NA
"BJ54909","AH57281",NA,NA
"BJ54911","AH57281",NA,NA
"BH18407","BC76430","BH18399",NA
"BH18406","BC76430","BH18399",NA
"BH18409","BC76430","BH18399","F"
"BH18401","BC76430","BH18399","F"
"BH18403","BC76430","BH18399","F"
"BH18405","BC76430","BH18399",NA
"BH18408","BC76430","BH18399",NA
"BH18404","BC76430","BH18399","M"
"BH18402","BC76430","BH18399","F"
"BJ54077","BJ03863",NA,"F"
"BJ54079","BJ03863",NA,NA
"BJ54080","BJ03863",NA,"F"
"BJ54078","BJ03863",NA,"M"
"BJ54083","BJ03863",NA,"M"
"BJ54076","BJ03863",NA,NA
"BJ54081","BJ03863",NA,NA
"BJ54087","BJ03863",NA,"M"
"BJ54085","BJ03863",NA,"F"
"BJ54086","BJ03863",NA,NA
"BJ54082","BJ03863",NA,NA
"BJ54084","BJ03863",NA,"M"
"BH62975","BE73750","BH18398",NA
"BH62976","BE73750","BH18398",NA
"BH62977","BE73750","BH18398",NA
"BH62978","BE73750","BH18398","M"
"BH62974","BE73750","BH18398","F"
"BH62979","BE73750","BH18398",NA
"BH62980","BE73750","BH18398","M"
"BH18466","BH18244","BH62800",NA
"BH18457","BH18244","BH62800",NA
"BH18459","BH18244","BH62800",NA
"BH18458","BH18244","BH62800",NA
"BH18464","BH18244","BH62800",NA
"BH18460","BH18244","BH62800",NA
"BH18467","BH18244","BH62800",NA
"BH18465","BH18244","BH62800",NA
"BH18461","BH18244","BH62800",NA
"BH18462","BH18244","BH62800",NA
"BH18468","BH18244","BH62800",NA
"BH18463","BH18244","BH62800",NA
"BJ54326","BC85922","BJ54318",NA
"BJ54325","BC85922","BJ54318",NA
"BJ54327","BC85922","BJ54318","M"
"BJ54051","BC76414","BH17568","M"
"BH18450","BC76414","BH17568","M"
"BH18445","BC76414","BH17568","M"
"BJ54052","BC76414","BH17568",NA
"BH18448","BC76414","BH17568",NA
"BJ54053","BC76414","BH17568",NA
"BH18444","BC76414","BH17568","M"
"BH18446","BC76414","BH17568","M"
"BH18449","BC76414","BH17568","F"
"BH18447","BC76414","BH17568","F"
"BH62983","BH62594","BC85991","M"
"BH62982","BH62594","BC85991",NA
"BH62986","BH62594","BC85991",NA
"BH62981","BH62594","BC85991","M"
"BH62988","BH62594","BC85991","M"
"BH62984","BH62594","BC85991","M"
"BH62985","BH62594","BC85991","F"
"BH62987","BH62594","BC85991","M"
"BH62990","BH62594","BC85991","F"
"BJ54317","BH62599","BJ54309",NA
"BJ54310","BH62599","BJ54309",NA
"BJ54315","BH62599","BJ54309","M"
"BJ54313","BH62599","BJ54309",NA
"BJ54312","BH62599","BJ54309",NA
"BJ54316","BH62599","BJ54309",NA
"BJ54311","BH62599","BJ54309","M"
"BJ54314","BH62599","BJ54309",NA
"BH18440","BH17826","BH17832",NA
"BH18435","BH17826","BH17832",NA
"BH18443","BH17826","BH17832",NA
"BH18439","BH17826","BH17832",NA
"BH18442","BH17826","BH17832",NA
"BH18436","BH17826","BH17832",NA
"BH18438","BH17826","BH17832",NA
"BH18441","BH17826","BH17832",NA
"BH18437","BH17826","BH17832",NA
"BH62959","BC85897","BH17636",NA
"BH62962","BC85897","BH17636","F"
"BH62965","BC85897","BH17636","M"
"BH62961","BC85897","BH17636",NA
"BH62966","BC85897","BH17636",NA
"BH62958","BC85897","BH17636","M"
"BH62960","BC85897","BH17636",NA
"BH62964","BC85897","BH17636","M"
"BH62963","BC85897","BH17636",NA
"BH62967","BC85897","BH17636",NA
"BH62957","BC85897","BH17636","F"
"BH18376","BC85074","BA66540","F"
"BH18378","BC85074","BA66540","F"
"BH18382","BC85074","BA66540",NA
"BH18380","BC85074","BA66540",NA
"BH18373","BC85074","BA66540","M"
"BH18375","BC85074","BA66540","F"
"BH18374","BC85074","BA66540",NA
"BH18377","BC85074","BA66540","F"
"BH18381","BC85074","BA66540",NA
"BH18379","BC85074","BA66540",NA
"BH18372","BH62600","BH18251","M"
"BH18371","BH62600","BH18251","F"
"BH18364","BH62600","BH18251","F"
"BH18368","BH62600","BH18251","M"
"BH18369","BH62600","BH18251",NA
"BH18367","BH62600","BH18251",NA
"BH18366","BH62600","BH18251",NA
"BH18365","BH62600","BH18251",NA
"BH18370","BH62600","BH18251",NA
"BJ54059","BH62482","BH62968","M"
"BJ54055","BH62482","BH62968",NA
"BJ54064","BH62482","BH62968","M"
"BJ54063","BH62482","BH62968","M"
"BJ54061","BH62482","BH62968",NA
"BJ54060","BH62482","BH62968",NA
"BJ54054","BH62482","BH62968","M"
"BJ54062","BH62482","BH62968",NA
"BJ54057","BH62482","BH62968",NA
"BJ54056","BH62482","BH62968","F"
"BJ54058","BH62482","BH62968",NA
"BJ54066","BH62951",NA,NA
"BJ54070","BH62951",NA,"F"
"BJ54073","BH62951",NA,NA
"BJ54075","BH62951",NA,NA
"BJ54071","BH62951",NA,"M"
"BJ54067","BH62951",NA,NA
"BJ54072","BH62951",NA,NA
"BJ54069","BH62951",NA,NA
"BJ54074","BH62951",NA,"F"
"BJ54065","BH62951",NA,"M"
"BJ54068","BH62951",NA,"M"
"BH18356","BC85499","BH17623",NA
"BH18355","BC85499","BH17623",NA
"BH18363","BC85499","BH17623","F"
"BH18362","BC85499","BH17623",NA
"BH18358","BC85499","BH17623","F"
"BH18361","BC85499","BH17623",NA
"BH18360","BC85499","BH17623",NA
"BH18357","BC85499","BH17623","F"
"BH18359","BC85499","BH17623","F"
"BH62999","BC85882","BJ91038",NA
"BH18353","BC85882","BJ91038",NA
"BH62994","BC85882","BJ91038","M"
"BH63000","BC85882","BJ91038",NA
"BH62995","BC85882","BJ91038",NA
"BH18351","BC85882","BJ91038","F"
"BH18352","BC85882","BJ91038","M"
"BH62996","BC85882","BJ91038","F"
"BH62998","BC85882","BJ91038",NA
"BH62993","BC85882","BJ91038",NA
"BH62997","BC85882","BJ91038","M"
"BH62992","BC85882","BJ91038","M"
"BH62989","BC85925","BH18354",NA
"BH62991","BC85925","BH18354",NA
"BH18390","BH17801",NA,"M"
"BH18387","BH17801",NA,"M"
"BH18388","BH17801",NA,NA
"BH18384","BH17801",NA,NA
"BH18389","BH17801",NA,NA
"BH18385","BH17801",NA,"M"
"BH18393","BH17801",NA,NA
"BH18391","BH17801",NA,NA
"BH18386","BH17801",NA,NA
"BH18392","BH17801",NA,NA
"BH18383","BH17801",NA,"F"
"BJ54096","BH62596","BJ54088",NA
"BJ54094","BH62596","BJ54088","M"
"BJ54097","BH62596","BJ54088","F"
"BJ54092","BH62596","BJ54088",NA
"BJ54091","BH62596","BJ54088","F"
"BJ54090","BH62596","BJ54088","F"
"BJ54098","BH62596","BJ54088","M"
"BJ54089","BH62596","BJ54088","F"
