"Box","laydate.change","standard.error","Oak_health_20m","Oak_health_50m","Oak_health_75m","Oak_health_100m","Oak_health_125m","Oak_health_150m","Oak_health_175m","Oak_health_200m","Oak_health_250m","No_trees_20m","No_trees_50m","No_trees_75m","No_trees_100m","No_trees_125m","No_trees_150m","No_trees_175m","No_trees_200m","No_trees_225m","No_trees_250m","territory_area","Mean_territory_area","edge.EDI.","altitude.m.","northness","habitat.type","soil.type","occupancy","duration"
"EX80",-0.216056879414224,0.0920564035228778,2,2.15,2.24242424242424,2.05084745762712,2.16326530612245,2.21527777777778,2.31914893617021,2.38914027149321,2.39766081871345,4,18,30,54,91,132,173,202,259,311,7264.21141993813,27965.9675831287,189.388,162.683,0.042398787,"5","1",20,45
"EX81A",-0.273035354460523,0.0893998025568887,NA,1.25,2.03333333333333,2.1969696969697,2.32110091743119,2.32666666666667,2.45412844036697,2.46863468634686,2.46505376344086,0,8,29,63,102,138,196,246,289,340,3553.29218786396,16499.9989117673,206.572,162.257,-0.698827379,"5","1",10,44
"EX84",-0.286799276672691,0.25743786664836,1,1.13793103448276,1.11428571428571,1.09803921568627,1.18390804597701,1.248,1.26451612903226,1.25130890052356,1.22372881355932,15,28,34,50,85,122,151,186,226,289,9941.95795764215,28543.7870303417,108.596,127.865,-0.990048235,"2","2",11,39
"EX85",-0.470159708601847,0.193320805680278,NA,1.2,1.09756097560976,1.12328767123288,1.11,1.16058394160584,1.14705882352941,1.1605504587156,1.20125786163522,0,19,40,72,99,135,168,215,263,313,3599.31129687047,50808.1273588196,133.487,126.706,-0.945853326,"2","2",10,43
"EX86",-0.236470588235289,0.221312671486256,NA,NA,1,1.06896551724138,1.10169491525424,1.0974025974026,1.10659898477157,1.09504132231405,1.175,0,0,10,57,117,153,195,240,276,315,6163.15231872164,25698.3248917322,149.322,127.483,-0.999132306,"2","2",11,38
"EX88",-0.404239766081874,0.195731561634485,1,1,1,1,1.08333333333333,1.1047619047619,1.09210526315789,1.12014134275618,1.13274336283186,2,8,14,27,48,104,226,280,308,335,9127.39562317356,20377.3343405178,184.296,124.582,-0.910293915,"2","2",8,35
"EX89",-0.16597337770381,0.545269829118677,NA,1,1,1.06122448979592,1.19117647058824,1.19047619047619,1.2680412371134,1.25,1.20873786407767,0,12,27,49,66,82,94,117,149,202,6207.7701303903,21762.3538115905,214.525,127.839,-0.992675337,"2","2",7,18
"EX8A",0.030109678889539,0.11777344875869,2.41666666666667,2.32432432432432,2.56666666666667,2.59302325581395,2.792,2.7909604519774,2.82222222222222,2.83450704225352,2.82093023255814,12,35,54,76,109,153,194,246,305,375,7172.76537063532,16892.5822023703,291.437,116.158,0.831314435,"5","3",20,48
"EX9",-0.146189027607352,0.076938159176193,1,3.71428571428571,3.25641025641026,2.90909090909091,2.8921568627451,2.90714285714286,2.88947368421053,2.90661478599222,2.88571428571429,1,9,31,57,88,121,163,216,264,330,11934.9303070293,34341.7398571525,217.261,113.183,0.847955595,"2","3",32,59
"EX90",-0.306038079344612,0.15892028739651,NA,1,1.05555555555556,1.08108108108108,1.23287671232877,1.23376623376623,1.21978021978022,1.27102803738318,1.24864864864865,0,10,18,37,70,74,88,104,136,180,4538.26717302017,24605.0022576777,239.592,128.474,-0.999771077,"2","2",15,38
"EX91",-0.231957186544342,0.199449389936906,NA,1.5,1.06666666666667,1.16129032258065,1.31481481481481,1.24657534246575,1.21176470588235,1.22549019607843,1.23391812865497,0,2,15,30,51,70,82,99,137,167,2126.67556787282,22206.3686889706,264.12,130.054,-0.999148224,"#N/A","#N/A",11,39
"EX92",-0.251521168257216,0.15929436437333,2,1.16666666666667,1.5,1.29411764705882,1.19444444444444,1.25,1.23684210526316,1.1743119266055,1.30813953488372,1,6,9,16,35,54,73,106,140,166,13758.5655994266,31165.715478548,279.297,137.207,-0.99852627,"2","2",15,39
"MP1",-0.271595900439243,0.164176396847189,1.66666666666667,2,1.875,2,2.09375,2.17073170731707,2.17647058823529,2.28813559322034,2.15384615384615,3,4,16,24,32,41,51,58,64,77,2442.19019557466,11651.24057577,72.7762,75.1012,0.551795803,"3","3",7,40
"MP10",-0.203956461644783,0.180503138146772,2,2.5,2.4,2.25,2.11111111111111,2,1.95,2.06,2.04285714285714,1,2,10,12,18,32,40,50,59,69,1229.41091500688,3398.82141272314,9.10436,72.9854,0.702596568,"3","3",11,46
"MP11",-0.296743796158457,0.0629576856602161,NA,2.5,2.2,2.14285714285714,2.09090909090909,1.93548387096774,2.04878048780488,2.05769230769231,2.08571428571429,0,4,10,14,22,31,41,52,62,68,1385.69420468714,7170.80879395429,25.7312,74.5455,0.827788214,"3","3",23,52
"MP12",-0.321293183606321,0.272751502767635,NA,2,1.77777777777778,2.05882352941176,2.08333333333333,2.07692307692308,1.92307692307692,2.02040816326531,2.14084507042254,0,4,9,17,24,26,39,49,59,68,1231.72063068952,14408.0970977916,51.1274,76.7924,0.977949027,"3","3",10,38
"MP13",-0.0913110838551416,0.131080362983965,NA,1.5,1.85714285714286,2,2.04347826086957,2.08,1.93939393939394,1.85714285714286,2.02898550724638,0,4,7,18,23,25,33,42,53,67,1834.71537070163,7722.182057681,20.9569,75.2677,0.829420936,"3","3",13,39
"MP14",0.166345100902124,0.143595604571051,1.5,1.33333333333333,1.5,1.75,1.88888888888889,2,1.89655172413793,1.97222222222222,1.93220338983051,2,3,8,12,18,24,29,35,44,58,1003.20336380601,5806.78578753607,3.15943,74.136,0.742391089,"3","3",17,41
"MP15",-0.125734730385897,0.344729159668034,2,1.42857142857143,1.55555555555556,1.73333333333333,1.71428571428571,1.70833333333333,1.93333333333333,1.88888888888889,1.86,1,7,9,15,21,24,29,35,40,49,2946.55433231127,8598.78050590733,20.039,77.0312,0.803093151,"3","3",12,30
"MP16",-0.58485845010008,0.181151895150985,1.5,1.33333333333333,1.625,1.53846153846154,1.63157894736842,1.8,1.76666666666667,1.84848484848485,1.9,2,3,8,13,19,24,29,32,35,39,813.891871941276,7616.32394561735,4.59703,75.5315,0.864964922,"3","3",11,40
"MP17",-0.462226640159012,0.522610788734826,NA,1.33333333333333,1.55555555555556,1.53333333333333,1.76190476190476,1.69230769230769,1.72413793103448,1.76666666666667,1.86842105263158,0,3,9,15,20,25,28,29,33,37,1579.74705601716,5757.15091492852,10.1119,76.4912,0.811424058,"3","3",8,17
"MP18",-0.580371709158373,0.146209842575707,NA,1.25,1.25,1.75,1.66666666666667,1.68,1.68,1.67857142857143,1.82857142857143,0,4,8,15,20,24,24,27,30,34,1556.60833387449,5688.76113876565,9.70195,77.0189,0.805241658,"3","3",14,44
"MP19",-0.358161648177498,0.128905891035799,NA,1.2,1.58333333333333,1.61538461538462,1.6,1.65,1.73913043478261,1.66666666666667,1.80555555555556,0,5,11,12,14,19,22,26,27,35,1532.22192718042,8134.54849867208,12.3983,78.5968,0.904180982,"3","3",5,39
"MP2",-0.346913867255609,0.0972835558500023,NA,1.66666666666667,2,2.07692307692308,2.12903225806452,2.09756097560976,2.10204081632653,2.10909090909091,2.18571428571429,0,6,15,26,31,41,49,55,61,69,2018.0217024181,13147.0357801682,40.1738,73.7403,0.184438543,"3","3",20,48
"MP20",-0.319429331398856,0.0954175453372842,NA,1.5,1.75,1.58333333333333,1.57142857142857,1.5625,1.61904761904762,1.75,1.84444444444444,0,2,7,11,13,15,20,23,32,44,1151.99191994872,7081.05570382505,5.54565,77.4802,0.56953491,"3","3",22,49
"MP21",-0.568835708523805,0.201842966560957,NA,1.5,1.4,1.6,1.53846153846154,1.6,1.61111111111111,1.86666666666667,1.94,0,2,5,9,12,14,17,29,40,49,1455.3479781514,7043.39043480114,7.70512,77.5216,0.635099977,"3","3",11,29
"MP22",0.0934021378547751,0.142295662261026,NA,1,1.33333333333333,1.4,1.5,1.94736842105263,1.87096774193548,1.94594594594595,2.34782608695652,0,1,3,5,8,18,30,36,52,65,2126.75875139423,5798.58799792113,4.84895,74.4685,0.266032279,"3","3",6,52
"MP23",-0.723789374706162,0.216005195352681,NA,1.5,2,2,2.125,2.31578947368421,2.50909090909091,2.56521739130435,2.48936170212766,0,2,8,17,24,38,52,62,80,86,2146.23072968516,7665.04528070249,19.0973,72.7639,-0.349422554,"3","3",5,36
"MP24",-0.379094076655047,0.204180505131915,2,2.33333333333333,2,2.125,2.27272727272727,2.57446808510638,2.53731343283582,2.5375,2.51960784313725,1,3,15,24,33,45,61,74,81,92,1623.8789826287,8369.30177942028,37.9568,73.5656,-0.57638953,"3","3",9,44
"MP25",-0.339722230872228,0.100503087202394,NA,2,1.81818181818182,2.05555555555556,2.29032258064516,2.57777777777778,2.54838709677419,2.53086419753086,2.52525252525253,0,4,11,18,31,42,57,75,79,90,985.43368723616,7746.98221531408,7.01378,70.7218,0.040771804,"3","3",15,48
"MP26",-0.432994062765051,0.158389636977607,2,1.9,2.125,2.28125,2.61702127659574,2.62903225806452,2.58441558441558,2.60975609756098,2.5462962962963,2,10,16,32,44,56,71,75,89,97,1072.0416500282,7742.0388937998,20.2928,70.873,-0.22226326,"3","3",10,43
"MP27",-0.308551444043325,0.199442341653532,2,1.75,2.5,2.57142857142857,2.59259259259259,2.64383561643836,2.60240963855422,2.60215053763441,2.53508771929825,1,8,15,33,50,66,76,85,92,101,1165.71006183699,4440.58835316449,8.3338,68.2921,-0.237448542,"3","3",15,42
"MP28",-0.420413343002169,0.238471364797738,1.5,1.91666666666667,2.25,2.44736842105263,2.64912280701754,2.58571428571429,2.625,2.60674157303371,2.4954128440367,4,12,20,38,52,64,73,81,94,99,922.444983914262,11498.1408769716,31.3939,70.6236,-0.301587882,"3","3",5,38
"MP29",-0.0636363636363663,0.207328153585212,1.75,2.2,2.34285714285714,2.66,2.58823529411765,2.61333333333333,2.60240963855422,2.63157894736842,2.51694915254237,4,20,35,47,62,69,76,85,96,105,1044.97969076317,8575.7312200925,43.7918,71.8243,0.006569372,"3","3",10,51
"MP3",-0.185852209431863,0.113488911644499,1.5,2.16666666666667,2,2.21052631578947,2,2.05263157894737,2.06976744186047,2.05882352941176,2.15942028985507,2,6,13,19,30,38,43,51,55,68,2204.11123166233,12387.4541641919,6.63013,71.7804,0.323166006,"3","3",10,48
"MP30",-0.412118408880666,0.134395581002425,3,2.17647058823529,2.125,2.48780487804878,2.62962962962963,2.56521739130435,2.5974025974026,2.59770114942529,2.51818181818182,2,17,24,39,50,63,71,79,91,99,1070.75129710464,8046.7313419553,30.6653,73.0168,0.013579989,"3","3",8,55
"MP31",-0.373902633679158,0.339247858300973,2.66666666666667,2.71428571428571,2.68085106382979,2.58064516129032,2.66666666666667,2.60240963855422,2.66304347826087,2.55882352941176,2.4488188976378,3,26,43,58,66,76,82,92,101,113,1219.5672312415,5243.23583184332,31.8383,73.2091,0.17396443,"3","3",6,35
"MP32",-0.20348837209289,0.638187887318833,NA,2.45,2.66666666666667,2.6875,2.63636363636364,2.65060240963855,2.61,2.56310679611651,2.48,0,20,36,58,70,76,90,93,103,111,1750.45336183114,3607.40669877993,52.3862,69.1775,-0.072789104,"3","3",6,16
"MP33",-0.223078057050204,0.196251307938472,NA,2.42857142857143,2.42857142857143,2.68085106382979,2.69014084507042,2.65,2.6,2.57843137254902,2.4758064516129,0,7,26,43,64,73,87,92,100,110,1592.66377816349,5494.12178816854,19.8219,67.556,-0.103667483,"3","3",15,43
"MP34",-0.2562552313763,0.0739131620446834,3,2.72727272727273,2.86363636363636,2.83333333333333,2.67741935483871,2.62352941176471,2.56756756756757,2.50413223140496,2.2122905027933,1,9,19,32,56,75,98,107,141,163,1746.19752443489,5483.69992283484,13.4974,65.4708,0.243276448,"3","3",21,57
"MP34A",-0.245833840165427,0.217252817659971,3,2.85714285714286,2.83870967741935,2.68518518518519,2.6625,2.5979381443299,2.61111111111111,2.49579831932773,2.20833333333333,1,12,27,49,72,88,95,105,118,153,1874.77973479149,4768.0601275708,33.0539,66.6918,0.238480914,"3","3",10,26
"MP35",-0.349246231155781,0.0940919545929473,3.5,2.80769230769231,2.85365853658537,2.72222222222222,2.64210526315789,2.58415841584158,2.57894736842105,2.50819672131148,2.21714285714286,3,24,37,64,85,91,100,108,131,159,1618.6820424078,5586.41451699703,82.988,68.8394,-0.034194805,"3","3",20,49
"MP36",0.446808510638305,0.367792254359497,3.6,2.96551724137931,2.62745098039216,2.625,2.6125,2.67032967032967,2.57843137254902,2.51754385964912,2.35915492957746,4,25,47,60,73,81,92,102,112,128,1458.03944762889,5861.27764194459,34.3017,73.3967,0.217857078,"3","3",6,24
"MP37",-0.228858982763273,0.0589025200364614,3.2,2.85185185185185,2.82978723404255,2.68493150684932,2.68131868131868,2.59223300970874,2.56521739130435,2.41984732824427,2.20338983050847,4,24,43,66,81,92,101,117,133,161,1389.25269655895,9583.29266225409,60.4012,70.4451,0.101301126,"3","3",13,57
"MP38",-0.226901960784314,0.161345938291465,3,2.72222222222222,2.85714285714286,2.74285714285714,2.64835164835165,2.53097345132743,2.47619047619048,2.20496894409938,2.15075376884422,2,17,37,61,79,99,112,147,166,183,1463.26722859172,5489.47040666538,87.9851,68.4248,0.291107966,"3","3",7,47
"MP39",-0.190082644628098,0.204241423123878,2.5,2.66666666666667,2.87878787878788,2.62745098039216,2.64788732394366,2.55238095238095,2.41732283464567,2.26829268292683,2.15577889447236,2,13,28,46,61,91,113,148,166,183,1565.71816717321,9816.54456109996,41.8287,66.0553,0.489598568,"3","3",5,45
"MP4",-0.355406505641069,0.139400290628988,3,2.5,2.375,2.29411764705882,2.15384615384615,1.94736842105263,2.04651162790698,2.01818181818182,2.1304347826087,1,6,8,17,26,38,43,55,61,68,792.784574997611,6847.05407442623,4.97762,71.8903,0.754650035,"3","3",11,51
"MP40",-0.351298383145516,0.134210137486403,4,2.36363636363636,2.45,2.76470588235294,2.58490566037736,2.6,2.28571428571429,2.24848484848485,2.15422885572139,1,10,18,29,46,64,119,149,168,185,2141.86462883092,6274.94442101399,12.3365,64.291,0.341665863,"3","3",11,48
"MP41",-0.339398383411209,0.138638122670621,2.5,2.70588235294118,2.42857142857143,2.59259259259259,2.47368421052632,2.30833333333333,2.2283950617284,2.20218579234973,2.12037037037037,2,15,26,45,66,107,146,167,188,200,1574.23085122183,5733.60850596382,60.0778,66.2083,0.267253513,"3","3",17,50
"MP42",-0.055409663865546,0.124808024932115,3,2.8125,2.60606060606061,2.58208955223881,2.55789473684211,2.47413793103448,2.2375,2.18817204301075,2.10599078341014,2,15,29,57,81,102,144,170,185,201,2128.43229440693,5365.62867354312,100.509,68.1268,0.311961841,"3","3",14,58
"MP43",-0.04838709677419,0.1341431069614,1.5,2.92857142857143,2.75,2.8030303030303,2.6304347826087,2.56363636363636,2.41984732824427,2.30612244897959,2.14795918367347,2,12,43,58,81,97,117,133,162,180,1069.78490508441,10081.3631684242,67.6267,70.0472,0.109137524,"3","3",10,34
"MP44",-0.0403238866396721,0.210304038511071,1,2.47058823529412,2.78378378378378,2.74242424242424,2.67073170731707,2.5462962962963,2.4375,2.2972972972973,2.12376237623762,1,16,32,59,72,95,114,134,159,186,2600.07580659399,7119.80398080058,45.0488,72.0166,0.092596508,"3","3",11,34
"MP45",-0.522977309190921,0.206300319569119,3,3,2.36363636363636,2.31481481481481,2.33766233766234,2.29411764705882,2.21052631578947,2.12041884816754,2.06382978723404,1,4,18,47,68,107,137,175,201,219,2803.58567041717,7980.07966312152,57.9411,72.7704,0.41924135,"3","3",11,42
"MP46",-0.427647729688983,0.0920356083650852,1.8,2.44444444444444,2.25,2.28571428571429,2.04807692307692,2.1056338028169,2.13142857142857,2.12182741116751,2.06086956521739,5,15,30,49,93,129,159,181,200,214,2193.97814060468,7741.57994102436,98.3358,67.8235,0.565328413,"3","3",21,56
"MP47",-0.162380166993094,0.156978566563289,1,2.5,2.53333333333333,2.29166666666667,2.04301075268817,2.16666666666667,2.18867924528302,2.16847826086957,2.10407239819005,1,12,25,42,84,113,144,168,193,205,2175.38574220485,6197.97235782244,52.5231,65.6953,0.274070002,"3","3",15,43
"MP48",-0.349179516282885,0.0756656724189698,NA,1.75,1.83333333333333,1.97916666666667,1.96428571428571,2.04672897196262,2.06818181818182,2.07006369426752,2.09478672985782,0,7,11,43,77,97,120,144,170,195,2564.65887839533,6091.66770872403,13.4518,63.9256,0.279884308,"3","3",18,58
"MP49",-0.560089780112718,0.100328834606142,3,2.04347826086957,1.95652173913043,1.8875,1.93577981651376,1.9568345323741,1.99415204678363,2.05583756345178,2.03947368421053,3,20,41,72,100,128,158,182,194,211,1624.76364011434,8494.41545795833,105.635,68.2256,0.582218048,"3","3",16,48
"MP5",-0.145424231196742,0.160446126037488,2,2.375,2.18181818181818,2.1304347826087,2.16129032258065,2.1025641025641,2.06382978723404,2.08928571428571,2.13888888888889,1,8,11,23,31,39,47,56,67,71,1503.73981767468,9992.79201644122,28.3643,73.501,0.686898539,"3","3",6,50
"MP50",-0.206018823943353,0.121629246173081,1.8,2.17647058823529,2,2.07936507936508,1.89795918367347,1.91608391608392,1.97687861271676,2.01485148514851,2.04310344827586,4,14,35,55,89,133,161,187,202,215,1948.16751071438,7313.32701062136,115.569,70.6567,0.541087494,"3","3",17,56
"MP51",-0.306640722446739,0.115210049836491,1,1.5,1.88888888888889,2.0625,1.91891891891892,1.98305084745763,1.94545454545455,2.02955665024631,2.03896103896104,1,7,24,42,67,108,152,188,205,215,3463.89465377992,10506.0934852882,75.5831,73.8712,0.404386695,"3","3",21,50
"MP52",-0.391855834731459,0.0854448022743234,1,1.8,1.73913043478261,1.75675675675676,1.77586206896552,1.78014184397163,1.81481481481481,1.86413043478261,2.03125,1,15,42,69,108,132,152,173,190,207,1906.70831737574,6047.48685713381,127.995,70.8166,0.044653359,"3","3",17,56
"MP53",-0.235658497172101,0.103866438674249,1,1.625,1.8,1.85057471264368,1.85344827586207,1.92481203007519,1.90909090909091,1.93220338983051,2.04954954954955,2,30,64,80,108,124,144,165,184,205,2245.76441804762,7691.61468661454,80.8197,67.0777,0.151747322,"3","3",20,51
"MP54",-0.429088714544367,0.0885468838028698,1,1.52631578947368,1.64,1.81012658227848,1.89,1.95798319327731,1.92957746478873,2,2.04975124378109,2,18,46,74,92,110,132,142,168,185,3313.92248633504,6325.16643372465,32.094,64.5818,-0.06292116,"3","3",12,46
"MP55",-0.373444444444445,0.0898515301598991,1.4,1.64516129032258,1.7037037037037,1.64864864864865,1.81818181818182,1.78846153846154,1.81967213114754,1.8273381294964,1.88023952095808,5,31,52,72,83,98,114,130,145,156,1590.10583758354,4807.56820082955,5.51485,63.0996,-0.576532145,"3","3",23,55
"MP56",-0.354626889870698,0.146134145116679,2,1.6,1.68571428571429,1.79545454545455,1.76923076923077,1.78688524590164,1.85,1.87919463087248,1.91578947368421,9,48,68,83,98,115,130,139,159,177,2300.20901657373,6554.64648243307,41.904,65.418,-0.160644375,"3","3",20,52
"MP57",-0.379680348165377,0.156833993466838,2.6,1.88235294117647,1.7741935483871,1.76767676767677,1.73333333333333,1.77611940298507,1.78523489932886,1.83928571428571,1.94117647058824,4,32,58,94,114,126,140,157,177,190,2004.09148776997,5975.89567157756,96.0614,68.2372,-0.095979523,"3","3",8,45
"MP58",-0.507555595651585,0.147241166012573,3,2,1.82352941176471,1.72727272727273,1.67241379310345,1.74820143884892,1.7741935483871,1.82857142857143,1.93137254901961,1,11,48,83,111,131,145,164,175,190,1381.28201628383,7561.41272836705,121.534,69.6802,-0.203487961,"3","3",10,51
"MP59",-0.496496496496498,0.0967600502211365,1.5,2.06666666666667,1.75757575757576,1.69662921348315,1.75728155339806,1.75,1.7218045112782,1.80272108843537,1.84180790960452,4,28,64,87,98,113,126,138,153,166,2209.11303067999,5529.10633035356,56.9104,65.8062,0.21845323,"3","3",14,54
"MP6",-0.000652915862887848,0.137787539837786,2.66666666666667,2.6,2.46153846153846,2.0952380952381,2.1,2.15384615384615,2.10416666666667,2.12903225806452,2.15789473684211,3,5,13,21,30,39,48,61,67,74,1483.28510265658,7271.92632532964,54.8428,74.993,0.381777038,"3","3",16,40
"MP60",-0.211743213541518,0.0736149340200973,1.66666666666667,1.8,1.82352941176471,1.69444444444444,1.69767441860465,1.79611650485437,1.76923076923077,1.75555555555556,1.84615384615385,6,20,50,70,84,97,110,127,136,146,1217.51610085741,3775.54882865134,6.18764,62.9313,0.190303558,"3","3",20,49
"MP61",-0.353311567164179,0.0933143730832415,1.8,1.77777777777778,1.84210526315789,1.69565217391304,1.75,1.71153846153846,1.73949579831933,1.7175572519084,1.79874213836478,5,18,37,67,85,100,113,124,133,149,1863.52428534487,6533.06585484984,18.7617,63.6165,0.343728533,"3","3",16,48
"MP62",-0.399235042345873,0.138611462908173,2.33333333333333,1.7,1.89473684210526,1.76923076923077,1.70967741935484,1.70909090909091,1.703125,1.7,1.75903614457831,3,20,37,62,90,106,122,133,151,157,1794.20611459576,5515.42377507674,75.1319,66.6941,0.498113977,"3","3",14,53
"MP63",-0.187519201228879,0.182328724920165,2,1.92307692307692,1.82758620689655,1.95833333333333,1.71794871794872,1.7,1.71559633027523,1.734375,1.72611464968153,4,13,28,46,75,97,105,121,131,149,1581.72583945282,9097.66628751246,49.2503,65.5222,0.378861837,"3","3",13,39
"MP64",-0.194749810462471,0.0686262625693608,NA,1.5,2.07692307692308,1.83870967741935,1.77551020408163,1.72727272727273,1.68686868686869,1.71698113207547,1.71641791044776,0,4,12,30,48,74,96,102,118,127,1607.01825492713,6878.58093792045,13.9881,63.636,0.162353013,"3","3",15,53
"MP65",-0.106786410517024,0.176800569141995,NA,2.33333333333333,2.09090909090909,1.8695652173913,1.75675675675676,1.75471698113208,1.69135802469136,1.68627450980392,1.73282442748092,0,2,10,22,36,52,78,99,107,124,1377.39246136881,6514.96277550043,22.1312,63.8915,0.038429666,"3","3",18,47
"MP66",-0.128537842481237,0.139801638996103,NA,3,2.6,1.875,1.81481481481481,1.78947368421053,1.80701754385965,1.66666666666667,1.72566371681416,0,1,4,15,26,37,55,84,100,109,3887.37385919853,5601.71729251127,8.71043,63.1317,0.139523946,"3","3",11,48
"MP67",-0.201781257090993,0.177256028750116,1,1.75,1.6875,1.63636363636364,1.66,1.68181818181818,1.74213836477987,1.76506024096386,1.90355329949239,1,8,31,63,95,126,150,156,168,184,2107.34954883903,9258.63440629628,129.882,71.6364,0.076816478,"3","3",15,56
"MP68",-0.625378590078329,0.174976369210405,2.33333333333333,1.36363636363636,1.45454545454545,1.70833333333333,1.68235294117647,1.68292682926829,1.67132867132867,1.72955974842767,1.78034682080925,3,11,22,47,83,117,137,150,155,163,4042.76296825474,7458.73977120325,103.574,71.8433,0.476693945,"3","3",18,39
"MP69",-0.187819374919669,0.081057785603698,1,1.8,1.58333333333333,1.70833333333333,1.75,1.70103092783505,1.68292682926829,1.67625899280576,1.74074074074074,1,10,24,47,69,94,119,133,144,153,2537.79633123428,9862.45973911742,76.43,69.0764,0.480172977,"3","3",28,57
"MP7",-0.127372145384368,0.0817563045737141,NA,2.6,2.33333333333333,2.17647058823529,1.96666666666667,2.15,2.16,2.15,2.07594936708861,0,5,12,17,30,40,49,59,68,77,3227.2583988104,8885.22020740003,64.0216,76.2677,0.246143143,"3","3",14,54
"MP70",-0.243072974391878,0.123245655633041,NA,2,1.82352941176471,1.78571428571429,1.75555555555556,1.85245901639344,1.7032967032967,1.7027027027027,1.68531468531469,0,7,16,27,44,58,88,108,124,136,2726.61404065136,5187.91798089406,42.5346,66.4167,0.098579888,"3","3",15,50
"MP71",-0.451271791940553,0.0842124605724928,1.4,1.57142857142857,1.8,1.83333333333333,1.72727272727273,1.68571428571429,1.66666666666667,1.82352941176471,1.63414634146341,5,7,9,11,21,34,47,65,94,120,1794.90508457373,5618.36179574833,0.392277,68.5741,-0.008639272,"3","3",25,55
"MP72",-0.318116227207136,0.0745788328713571,NA,1,1.18181818181818,1.64,1.62857142857143,1.6530612244898,1.74358974358974,1.6605504587156,1.66666666666667,0,2,11,24,34,48,75,106,126,138,4158.86540087871,10373.2134516607,14.6011,73.6585,0.069665937,"3","3",10,57
"MP73",-0.497703982128289,0.13475536974696,2,1.66666666666667,1.5,1.42105263157895,1.41666666666667,1.32432432432432,1.3859649122807,1.56756756756757,1.67175572519084,2,6,12,19,24,37,57,72,104,125,4271.70809178147,7265.9430901564,5.17682,82.8436,0.153020332,"3","3",25,56
"MP74",-0.389732083938235,0.102791317885945,NA,1.22222222222222,1.33333333333333,1.4,1.33333333333333,1.24,1.29411764705882,1.35897435897436,1.56756756756757,0,9,12,15,18,25,34,39,49,71,10194.6584942862,13716.4836810518,0.522256,89.8276,0.289621548,"3","2",22,53
"MP75",-0.364820930621052,0.130082880133442,1,1,1.28571428571429,1.28571428571429,1.27777777777778,1.34146341463415,1.48148148148148,1.68367346938776,1.8,1,7,14,28,36,41,53,92,118,151,3282.44774575345,10577.1527035682,18.7002,84.4066,0.460055672,"3","3",20,58
"MP76",-0.205782312925171,0.154055545914574,NA,1,1.10526315789474,1.28571428571429,1.42857142857143,1.55737704918033,1.70588235294118,1.70992366412214,1.81420765027322,0,3,19,35,42,59,95,124,151,172,3376.15757668763,11243.8756156421,50.0254,81.4573,0.660544334,"3","3",20,54
"MP77",-0.23873226527844,0.0982052237714113,NA,1.2,1.15384615384615,1.15384615384615,1.46511627906977,1.76,1.77570093457944,1.78723404255319,1.96666666666667,0,10,13,26,42,69,99,133,171,195,4245.12063362636,12700.7533268466,37.9794,79.7368,0.295027727,"3","3",29,55
"MP78",-0.199543663140427,0.112751136840589,1.5,1.28571428571429,1.22222222222222,1.78048780487805,1.70731707317073,1.74561403508772,1.77181208053691,1.84444444444444,2,4,7,18,38,76,106,140,170,191,209,2632.34437529417,6532.74171362889,83.0459,74.927,0.114919813,"3","3",16,57
"MP79",-0.367812512761873,0.0826823461648368,3,2.57142857142857,2.4375,2.29411764705882,2.49253731343284,2.39583333333333,2.35897435897436,2.25161290322581,2.06306306306306,1,5,14,30,58,86,106,140,175,206,3534.93925411254,8309.79988726514,14.2462,76.8505,0.196563955,"3","3",25,54
"MP8",-0.29763938499767,0.106335575052263,3,2.66666666666667,2.4,2.16666666666667,1.96428571428571,2.10810810810811,2.08333333333333,2.03508771929825,2.12676056338028,2,6,10,18,28,37,48,57,65,70,994.985846149037,7834.87619102722,23.7424,73.4076,0.71221107,"3","3",12,55
"MP80",-0.397632110886518,0.246878167939687,2.83333333333333,2.73913043478261,2.71428571428571,2.68518518518519,2.63380281690141,2.60714285714286,2.63917525773196,2.5,2.35971223021583,5,20,38,50,65,77,87,102,114,125,1868.51128688676,4711.81517246852,6.80402,77.3392,0.208782275,"3","3",9,27
"MP81",-0.412785266248498,0.129767580742611,1.83333333333333,2.66666666666667,2.67567567567568,2.57142857142857,2.578125,2.65789473684211,2.60674157303371,2.63917525773196,2.43548387096774,6,20,34,52,60,69,81,87,94,111,1252.37880434468,6454.92602222648,7.58393,76.3241,0.342881038,"3","3",9,52
"MP82",-0.356463543501236,0.0751296413358828,2.66666666666667,2.4,2.19047619047619,2.44444444444444,2.5,2.55555555555556,2.61111111111111,2.5,2.52777777777778,3,10,21,35,44,59,66,78,87,97,1524.58701247117,5243.1683697301,7.75099,75.6887,0.045845941,"3","3",8,49
"MP83",-0.345646901396675,0.070976636512158,2,2,1.75,2.375,1.86363636363636,2.125,2.36170212765957,2.4,2.48275862068966,1,1,4,8,22,31,44,61,74,80,2119.63465399109,8580.2324021182,7.92136,78.0895,-0.254044928,"3","3",21,47
"MP84",-0.211109034850042,0.130324769446861,NA,2,1.25,1.42857142857143,1.92307692307692,1.95652173913043,1.88571428571429,2.13636363636364,2.41025641025641,0,1,4,7,12,22,34,42,58,72,1754.48086222692,12827.7619299725,12.4457,78.7417,-0.041840778,"3","3",9,58
