"Box","laydate.change","standard.error","Oak_health_20m","Oak_health_50m","Oak_health_75m","Oak_health_100m","Oak_health_125m","Oak_health_150m","Oak_health_175m","Oak_health_200m","Oak_health_250m","No_trees_20m","No_trees_50m","No_trees_75m","No_trees_100m","No_trees_125m","No_trees_150m","No_trees_175m","No_trees_200m","No_trees_225m","No_trees_250m","territory_area","Mean_territory_area","edge.EDI.","altitude.m.","northness","habitat.type","soil.type","occupancy","duration"
"W102",-0.264052500713324,0.0961020891560517,2,2,2,2.23529411764706,2.2,2.25714285714286,2.17021276595745,2.13888888888889,2.088,3,8,14,17,25,35,47,72,97,123,4839.98710926762,10078.0645466113,66.3368,66.6848,0.227688123,"5","3",21,56
"W103",-0.21816766408797,0.109371949696272,2,2,1.90909090909091,2.19047619047619,2.29166666666667,2.35294117647059,2.1304347826087,2.08695652173913,2.09734513274336,3,5,11,21,24,34,46,68,90,111,2788.47701984271,17105.9590149858,56.3627,65.9215,0.082234213,"5","3",11,57
"W103A",-0.193732193732193,0.099035365098521,NA,1.85714285714286,1.90909090909091,2.19047619047619,2.3448275862069,2.2,2.1,2.05882352941176,2.1140350877193,0,7,11,21,29,40,50,67,87,112,1468.69859033078,18901.004080555,64.4132,66.2224,0.095029192,"5","3",22,47
"W104",-0.359104012097727,0.0901005075771839,2,1.75,1.91666666666667,2.21052631578947,2.14285714285714,2.18604651162791,2.10526315789474,2.046875,2.13725490196078,1,8,12,19,35,43,56,63,77,100,6001.80885551388,23048.4646547954,65.6083,66.532,0.920566218,"5","3",20,54
"W105",-0.433915637749141,0.087474224105661,1.5,1.66666666666667,2.08333333333333,1.96,1.90322580645161,1.95454545454545,2.05882352941176,2.1,2.19753086419753,2,6,12,25,31,44,51,59,63,79,18753.198115088,25594.9002326251,40.8077,65.8714,0.998563914,"5","3",19,56
"W11",-0.24157413638403,0.117360627650943,2,2.22222222222222,2.22222222222222,2.16129032258065,2.15254237288136,2.1375,2.22857142857143,2.24161073825503,2.18283582089552,2,9,18,30,56,76,99,139,202,253,2704.57760679722,16313.1368490989,314.477,91.2476,0.035365212,"5","3",19,47
"W12",-0.245435436974974,0.0950925799405847,NA,2.6,2.72222222222222,2.53488372093023,2.53125,2.40425531914894,2.28057553956835,2.23563218390805,2.20640569395018,0,5,16,40,60,89,131,165,199,263,1577.45467278454,15172.6193631441,268.036,87.9321,0.563598137,"5","3",18,59
"W13",-0.121575652299788,0.144130607438615,NA,3.125,3,2.66666666666667,2.625,2.48979591836735,2.30656934306569,2.26285714285714,2.24221453287197,0,6,15,39,60,93,129,165,199,270,1721.20165321045,9840.18580943904,265.524,87.7266,0.937149905,"5","3",17,46
"W14",-0.165344722391696,0.109621012089241,2.5,2.55555555555556,2.43333333333333,2.5,2.44871794871795,2.51538461538462,2.51149425287356,2.39148936170213,2.31470588235294,4,18,30,46,73,118,161,220,279,318,4829.75946293026,13433.8798444866,89.7006,75.544,0.961054562,"5","3",19,58
"W15",-0.135307349945453,0.0931535189144165,2,2.30769230769231,2.29032258064516,2.43333333333333,2.4125,2.49152542372881,2.43046357615894,2.43076923076923,2.31596091205212,2,13,30,56,76,109,139,181,238,289,4961.09185113013,11001.346389286,27.8987,71.6384,0.925024171,"5","3",20,54
"W16",-0.365817091454273,0.195567166592438,1.75,2,2.15151515151515,2.21538461538462,2.25531914893617,2.27692307692308,2.3109756097561,2.3609756097561,2.35932203389831,4,9,32,62,89,122,154,192,242,273,3004.30767612439,8907.55375517714,74.8045,68.6756,0.77709104,"5","3",12,46
"W17",-0.148535052640168,0.232014815746282,2,2.57894736842105,2.525,2.2962962962963,2.21348314606742,2.29565217391304,2.31884057971015,2.35882352941176,2.35856573705179,2,17,36,50,84,107,130,160,197,232,3104.37300028652,8422.68247874792,35.8545,67.2438,0.832612039,"5","3",15,35
"W18",-0.396705332538914,0.0778241616752651,2.5,2.76923076923077,2.5625,2.34782608695652,2.34375,2.24175824175824,2.22881355932203,2.35947712418301,2.35454545454545,2,22,28,42,59,85,110,142,162,205,3500.54691496864,9749.84997935286,27.0358,65.4923,0.933016352,"5","3",27,54
"W19",-0.245022000149155,0.0990991983915081,NA,2.375,2.23076923076923,2.4,2.32727272727273,2.36923076923077,2.31707317073171,2.28318584070796,2.3125,0,14,24,40,50,59,76,104,129,163,2871.26612213207,8966.43502003439,31.1352,63.0741,0.995281745,"5","3",19,48
"W2",-0.241272956680219,0.0701271155109205,3,3.0625,2.77142857142857,2.61538461538462,2.54545454545455,2.47222222222222,2.39240506329114,2.44221105527638,2.41114982578397,4,15,32,48,61,99,148,182,220,263,1564.5139624835,13086.7257083267,256.437,90.8397,0.998948466,"5","3",16,57
"W20",-0.292155462613486,0.126724229927143,2,1.57142857142857,1.61538461538462,2.25,2.37209302325581,2.41071428571429,2.38095238095238,2.4,2.23188405797101,2,7,13,25,39,50,57,72,101,128,1938.79211431462,7313.39280881857,15.4212,61.6121,0.903028122,"5","3",12,51
"W21",-0.329808593227145,0.11147869018005,NA,1.75,1.69230769230769,2.21875,2.34146341463415,2.42105263157895,2.48571428571429,2.39080459770115,2.27891156462585,0,8,13,29,37,51,62,79,100,135,4382.99193275646,8330.36678717848,27.0666,61.4112,0.90452214,"5","3",18,56
"W22",-0.158253119429593,0.103761802958135,1.6,2.125,2.18518518518519,2.32692307692308,2.37931034482759,2.28181818181818,2.25352112676056,2.2289156626506,2.23318385650224,5,15,26,48,79,101,131,155,181,209,2701.05421116855,11694.9615472789,97.2671,63.702,0.567642598,"5","3",24,53
"W23",-0.169009520576481,0.0752075641602089,1.5,1.7,2.34285714285714,2.33333333333333,2.35294117647059,2.35955056179775,2.27102803738318,2.24822695035461,2.30653266331658,4,10,32,49,62,81,99,131,165,186,2700.10856718977,10182.6669801498,77.5516,63.4795,0.77522019,"5","3",16,53
"W24",-0.352631074475224,0.0817176280422679,2,1.90909090909091,2.06666666666667,2.24615384615385,2.24489795918367,2.29230769230769,2.25903614457831,2.27319587628866,2.29296875,1,11,30,60,92,120,156,181,208,240,2650.8537077778,7846.23868993287,98.0263,66.3573,-0.016108692,"5","3",20,47
"W25",-0.163443030199997,0.102037613504303,NA,1.83333333333333,1.9,1.90163934426229,2.13888888888889,2.24,2.24083769633508,2.26200873362445,2.29065743944637,0,12,29,60,103,141,180,214,238,271,2176.37216027454,9332.03451975171,129.714,68.3316,0.910863825,"5","3",24,55
"W26",-0.319980459208598,0.0791542866858756,2,2,1.9,1.875,2.02040816326531,2.13907284768212,2.23383084577114,2.26724137931034,2.27096774193548,6,13,29,55,96,144,189,218,249,291,2697.88281108066,7260.54418007284,146.675,69.46,0.983424325,"5","3",15,53
"W27",-0.343057186421072,0.0630008224760712,2,1.94736842105263,2.03125,2,2.14285714285714,2.19117647058824,2.32620320855615,2.32765957446809,2.33333333333333,3,18,31,47,75,132,175,219,270,314,5024.79917492997,12784.9858632269,121.519,71.0571,0.993799008,"5","3",27,58
"W28",-0.272402118713488,0.160897375314626,2,2,2.11111111111111,1.96,2.14117647058824,2.13559322033898,2.16666666666667,2.18396226415094,2.228125,2,10,26,49,80,113,168,204,254,302,3451.93016957771,15750.5224893382,209.15,78.474,0.671385647,"5","3",15,52
"W29",-0.360715444809063,0.10933104581734,2,2.22222222222222,2.28,2.40425531914894,2.23076923076923,2.32173913043478,2.26,2.17733990147783,2.18023255813953,1,9,24,43,74,110,144,196,252,326,2620.6807012558,8070.25835639493,210.553,81.5977,0.895074495,"5","3",12,56
"W3",-0.129177009738397,0.143616169363488,3,3.38461538461538,3.16,2.83673469387755,2.46739130434783,2.42142857142857,2.38918918918919,2.38766519823789,2.38141025641026,1,12,23,45,87,129,171,211,253,288,4111.61986008007,15089.17400466,196.137,85.9212,0.777672907,"5","3",15,51
"W31",-0.191935483870971,0.0968962088345051,1.5,1.8,2.17142857142857,2.19354838709677,2.28125,2.28169014084507,2.21084337349398,2.22105263157895,2.22,2,15,34,59,88,131,155,178,207,235,1992.49665595591,5925.3538001345,115.552,65.5937,0.548716442,"5","3",17,54
"W32",-0.190316424151806,0.0862750218240135,2.5,2.5,2.36111111111111,2.37735849056604,2.25882352941176,2.25210084033613,2.24183006535948,2.2046783625731,2.16521739130435,2,15,33,48,79,111,142,159,190,217,2456.281281234,7683.15465027902,73.0255,64.5448,0.404072208,"5","3",16,57
"W33",-0.0794202054652075,0.143165781695401,3,3,3.06666666666667,2.75862068965517,2.30909090909091,2.2987012987013,2.27522935779817,2.24285714285714,2.19553072625698,2,5,12,25,50,71,101,130,150,167,3984.5916886637,7645.99677344355,13.8503,62.4848,-0.508184865,"5","3",15,55
"W34",-0.128494512321396,0.131397816913515,1.5,1.95,2.13636363636364,2.05128205128205,2.19090909090909,2.16541353383459,2.18888888888889,2.15207373271889,2.19217081850534,4,20,42,75,104,125,168,205,225,265,2443.59876633482,5120.0305961368,119.854,67.1318,0.878725489,"5","3",15,54
"W35",-0.203514376996808,0.113726442666124,2,2.22222222222222,2.20754716981132,2.15384615384615,2.18095238095238,2.18253968253968,2.0828025477707,2.12886597938144,2.11191335740072,8,25,49,74,99,118,149,182,233,264,1473.49760052765,5461.46655074874,91.3475,66.6523,0.999641185,"5","3",14,55
"W36",-0.17586821015138,0.122804307349663,2.5,2,2.10526315789474,2.09756097560976,2.0873786407767,2.06122448979592,2.07558139534884,2.0952380952381,2.13559322033898,2,33,54,77,97,140,163,200,248,280,1843.02608132525,7435.96259689527,119.228,68.3721,0.993519034,"5","3",15,57
"W37",-0.418281464082986,0.142466447206516,2,1.96551724137931,2.01754385964912,2.05,2.00909090909091,2.05633802816901,2.04918032786885,2.05116279069767,2.14864864864865,5,29,54,76,104,135,175,206,247,280,2155.20236696905,7891.50669527987,132.242,69.7096,0.999271787,"5","3",18,42
"W38",-0.152214349906995,0.103404301546452,1.71428571428571,1.82142857142857,2.05454545454545,1.94936708860759,2.03669724770642,2.02027027027027,1.97191011235955,2,2.02173913043478,7,28,52,76,103,141,171,207,235,266,2187.49173464067,7475.16308022989,118.185,68.8239,0.981248957,"5","3",16,54
"W39",-0.295168010389045,0.125617031345543,2,2.04,2,2.08108108108108,2.15841584158416,2.05343511450382,2,2.02020202020202,2.01140684410646,3,24,46,70,95,125,155,189,216,253,1834.33318232815,7394.09034880327,82.6912,67.257,0.995436259,"5","3",13,48
"W40",-0.152475448010529,0.151140434666358,2.66666666666667,2.35294117647059,2.22222222222222,2.18421052631579,2.16,2.175,2.11111111111111,2.07650273224044,2.08029197080292,2,31,50,72,95,112,144,174,221,261,1756.57788205286,7551.77421373821,75.8168,66.4243,0.99731573,"5","3",9,47
"W41",-0.0144096684226794,0.106178286786064,2,2.7,2.46511627906977,2.2741935483871,2.20689655172414,2.22018348623853,2.15384615384615,2.11801242236025,2.08695652173913,1,16,39,58,82,102,122,152,189,240,1864.16005181707,6807.7742917372,35.6182,64.8605,0.990212146,"5","3",13,58
"W42",-0.287719929180038,0.0638520502040739,1.66666666666667,1.72222222222222,2.05405405405405,1.97222222222222,1.96396396396396,1.97297297297297,1.9608938547486,1.97129186602871,2.00375939849624,3,18,34,68,107,142,173,201,228,255,2047.98115922697,9327.40045526363,118.102,69.5465,0.995233751,"5","3",22,56
"W43",-0.278948262679463,0.0934896927637614,1.66666666666667,2,2.06666666666667,1.98412698412698,2.00970873786408,2.01428571428571,1.9702380952381,1.96938775510204,1.99230769230769,6,18,28,61,99,135,162,189,219,249,1646.63039014302,10937.3683056866,98.5129,68.0641,0.99867752,"5","3",12,54
"W44",-0.250510525166642,0.0793501924752906,3,1.78571428571429,1.77142857142857,1.75384615384615,1.90566037735849,1.89041095890411,1.91573033707865,1.93896713615023,2.12891986062718,1,13,34,64,102,141,172,206,233,273,4479.99408490211,14616.7814830511,183.457,77.9018,0.99389755,"5","3",24,57
"W45",-0.3739668156493,0.0990537394493188,1.75,1.3125,1.75675675675676,1.78846153846154,1.75,1.78095238095238,1.90789473684211,1.98492462311558,2.16722408026756,4,16,36,51,75,103,146,191,229,284,7172.85397705901,12481.645319292,237.309,86.4752,-0.396250702,"5","3",19,48
"W46",-0.198288731615614,0.110805944340561,3,2.22222222222222,2,1.95238095238095,2.02898550724638,2.15151515151515,2.19858156028369,2.15873015873016,2.14666666666667,3,18,28,41,65,93,135,182,238,285,3375.92853604443,13961.2104728171,258.186,88.992,0.523043117,"5","3",17,57
"W47",-0.242643908013141,0.057662484898421,1.5,2,2,1.88311688311688,1.96296296296296,1.98639455782313,1.99453551912568,2.12121212121212,2.22364217252396,2,13,33,75,105,142,176,220,257,296,3538.08167478442,10794.811730245,184.679,72.9687,0.866381231,"5","3",13,50
"W49",-0.315228636457687,0.290898953340329,2,1.89473684210526,1.83333333333333,1.95,1.89795918367347,1.87769784172662,1.98333333333333,2.04245283018868,2.18,1,18,35,58,96,135,173,202,250,287,2828.59231200535,7954.22141207738,206.991,78.4103,0.951819988,"5","3",14,35
"W4A",-0.360107354324607,0.128310032467676,3.5,3.625,3.16,2.77083333333333,2.55555555555556,2.43835616438356,2.36082474226804,2.35,2.34769230769231,2,7,24,45,76,135,181,225,254,302,2583.98709103279,11514.1723255649,164.758,82.3218,0.946502923,"5","3",11,51
"W4B",-0.369117281980354,0.158479610323727,4,3.11111111111111,3,2.73333333333333,2.64893617021277,2.44666666666667,2.34673366834171,2.39004149377593,2.3374613003096,1,9,22,43,86,139,186,225,253,300,3995.77388915792,11307.3605239166,128.412,79.9748,0.987578888,"5","3",19,44
"W5",-0.154819794050344,0.132336548658154,2.5,3,3.20833333333333,2.97674418604651,2.6025641025641,2.46296296296296,2.30769230769231,2.32608695652174,2.26900584795322,2,10,21,40,74,103,161,215,268,321,2666.09513209201,8434.93913694724,190.03,82.4741,0.963396877,"5","3",14,38
"W50",-0.312022761538836,0.0903471987173782,1,2.11764705882353,1.86842105263158,1.89655172413793,1.88235294117647,1.90579710144928,1.88439306358382,1.96601941747573,1.92395437262357,2,16,37,56,99,133,168,198,232,254,4236.03166643623,11275.9771002153,134.693,72.6792,0.93189396,"5","3",20,58
"W51",-0.236499581878103,0.0941360365819798,NA,1.77777777777778,2.04545454545455,2.16279069767442,2.01428571428571,2.05102040816327,2.09448818897638,2.06875,1.96759259259259,0,9,21,42,68,95,121,153,187,207,1488.00234124623,7995.01225876815,33.7957,64.0217,0.999714563,"5","3",18,59
"W51A",-0.568273092369479,0.152855963987934,2,2.28571428571429,2.18181818181818,1.9622641509434,2.01351351351351,2.01941747572816,2.02272727272727,2.01176470588235,1.90222222222222,1,13,32,52,73,101,127,162,195,217,2061.22882679012,7788.42023459634,63.4194,65.3232,0.983647,"5","3",7,53
"W52",-0.162903949730702,0.099835430817425,2.5,2.05,2.12903225806452,2.13461538461538,2.04285714285714,1.96629213483146,1.99038461538462,1.91791044776119,1.85024154589372,2,20,31,51,69,87,101,130,161,200,1726.8132009285,10130.3157171957,43.3431,63.8398,0.983423059,"5","3",13,58
"W53",-0.329019296360323,0.142668083091468,1.66666666666667,2.14285714285714,2.09677419354839,2.02173913043478,1.96923076923077,2.0625,1.96842105263158,1.89655172413793,1.77777777777778,3,14,31,46,64,77,92,113,141,176,2354.29384995624,9599.07190435281,27.8508,62.7747,0.968873309,"5","3",13,50
"W54",-0.399972919910637,0.089526622475699,5,3.4,2.60714285714286,2.40740740740741,2.35135135135135,2.25510204081633,2.14754098360656,2.18238993710692,2.13364055299539,0,8,25,48,68,92,116,149,175,204,1604.19527342543,7095.66581830353,31.0737,64.0516,0.064898059,"5","3",19,56
"W55",-0.432379780580344,0.12435916453626,5,3.27272727272727,2.44827586206897,2.45614035087719,2.28947368421053,2.24,2.11382113821138,2.19727891156463,2.1140350877193,0,9,26,51,70,94,117,136,177,215,1814.13871360756,6140.89055087915,25.6962,64.1713,0.00916285,"5","3",12,45
"W56",-0.225409836065574,0.0855739139010208,1,2.33333333333333,2.42424242424242,2.19672131147541,2.18292682926829,2.19230769230769,2.17164179104478,2.08433734939759,2.03030303030303,1,14,29,57,78,97,126,158,190,222,2673.16093125707,7011.80097397851,29.133,64.544,0.944416542,"5","3",19,59
"W57",-0.36069620648709,0.134617541200952,NA,2.35714285714286,2.13888888888889,2.08928571428571,2.15909090909091,2.14655172413793,2.06896551724138,2.05084745762712,2.03265306122449,0,13,34,53,83,110,139,169,198,235,2057.17298136093,8417.29839640348,45.7578,65.3631,0.973067138,"5","3",18,51
"W58",-0.256819200000001,0.0976698087569198,NA,1.25,2.05,2.13888888888889,2.12328767123288,2.0990099009901,2.12878787878788,2.06748466257669,1.99115044247788,0,4,20,34,70,96,126,157,183,216,2668.76738200834,8003.80048130183,25.4478,63.8041,0.938762126,"5","3",14,58
"W59",-0.356074883779369,0.138066133596698,2.6,2.11764705882353,1.97142857142857,1.88709677419355,1.98913043478261,1.968,1.95209580838323,1.95360824742268,1.9375,4,16,34,61,89,121,162,186,217,247,1759.01504979096,9933.75345718103,103.358,68.0441,0.856041623,"5","3",14,54
"W6",-0.201320411358923,0.156982543470983,3,3.42857142857143,3.07692307692308,2.92682926829268,2.63380281690141,2.48648648648649,2.35220125786164,2.29864253393665,2.33333333333333,3,11,23,38,67,104,149,207,251,288,1507.37312234938,9369.63119182536,222.972,86.1952,0.998873735,"5","3",13,58
"W60",-0.161543766316931,0.0873377200098333,4,2.14285714285714,2,2,2.125,2.0609756097561,2.04464285714286,1.99259259259259,1.9656862745098,1,7,19,38,55,80,109,131,162,196,1861.05213800725,6931.2296783527,19.5668,62.8836,0.966546404,"5","3",21,54
"W61",-0.373185731857318,0.132586768077601,NA,2.11111111111111,2.10526315789474,2.03125,2.07407407407407,2.01408450704225,2.01052631578947,2.02631578947368,1.9608938547486,0,9,19,32,53,70,93,110,135,171,1479.17184071941,5844.19431979511,6.79985,61.3111,0.951352713,"5","3",10,46
"W62",-0.252405838093448,0.0980944232595989,1.66666666666667,1.76923076923077,1.88461538461538,1.92105263157895,1.92156862745098,2,1.98850574712644,1.87931034482759,1.70731707317073,3,13,26,38,51,69,84,113,134,160,2625.64962796122,7967.39580214735,18.6785,62.7564,0.98570935,"5","3",18,57
"W63",-0.340126264970751,0.0675471593233324,1,1.66666666666667,1.68,1.77142857142857,1.92727272727273,1.91666666666667,1.78640776699029,1.76984126984127,1.67630057803468,3,15,25,35,53,70,101,123,148,169,2858.34325010097,8749.79396525398,43.0258,66.0742,0.984201789,"5","3",19,50
"W64",-0.348021182843513,0.107987177875548,1.5,1.36363636363636,1.63636363636364,1.84090909090909,1.83606557377049,1.75308641975309,1.73333333333333,1.65925925925926,1.67231638418079,2,11,22,43,59,79,102,132,156,173,1717.47706207176,8302.30968693715,68.5475,68.5749,0.960332631,"5","3",19,56
"W64A",-0.240472234808439,0.126094209497786,2,1.22222222222222,1.52173913043478,1.5,1.66037735849057,1.625,1.63106796116505,1.608,1.65340909090909,1,9,23,34,51,78,100,122,146,173,2779.2613539109,9149.22779557368,79.2969,70.1686,0.895315628,"5","3",19,48
"W64B",-0.182747771368652,0.263436740831715,1.66666666666667,1.64285714285714,2.03703703703704,1.95238095238095,1.78787878787879,1.76842105263158,1.66666666666667,1.69078947368421,1.64835164835165,3,14,26,40,64,93,127,148,166,178,2301.22458309773,9841.93587654381,93.5846,70.5515,0.966065719,"5","3",8,30
"W65",-0.364644224954647,0.0945344491896534,NA,1.375,1.57894736842105,1.63636363636364,1.62745098039216,1.73015873015873,1.7875,1.73333333333333,1.67701863354037,0,8,19,33,51,62,77,102,136,158,2857.06653897977,5751.58469700735,31.2219,65.1178,0.961946643,"5","3",15,53
"W66",-0.342539762249023,0.111527337161294,3,2.11111111111111,1.94117647058824,1.96078431372549,2.03125,2.06493506493507,1.91428571428571,1.82258064516129,1.73076923076923,1,18,34,51,62,74,102,121,147,178,1537.0150984386,10435.3971961885,46.3383,64.8636,0.911632967,"5","3",20,48
"W67",-0.446325610651004,0.144791896265639,2.4,2.2,2,2.18333333333333,2.06172839506173,1.95833333333333,1.84873949579832,1.86986301369863,1.76339285714286,5,20,38,58,78,93,116,142,181,218,2871.7576836478,10196.0880117708,80.9666,66.2628,0.986388822,"5","3",15,53
"W68",-0.437729627885077,0.0859176139126178,1.75,2,2,2.11666666666667,1.96385542168675,1.8785046728972,1.89583333333333,1.83783783783784,1.83399209486166,4,21,43,58,81,104,139,179,210,245,4163.78937215509,8226.19362007401,117.057,70.0029,0.954886316,"5","3",19,49
"W69",-0.148911954839295,0.121981995025307,1,1.5,1.39130434782609,1.65,1.70149253731343,1.70909090909091,1.76811594202899,1.79381443298969,1.85036496350365,1,10,23,39,64,107,134,189,227,265,10967.1255269701,15698.3525088747,200.062,84.5911,0.862266271,"5","3",22,56
"W7",-0.278835386338196,0.171777430161673,NA,2.375,2.88235294117647,2.82978723404255,2.64383561643836,2.38834951456311,2.32467532467532,2.22277227722772,2.23699421965318,0,7,14,44,69,99,147,193,263,324,2711.27912270854,10181.1256316769,207.939,81.7544,0.962592502,"5","3",20,42
"W71",-0.123293015996882,0.0914789169725516,1,2.2,1.69565217391304,1.65116279069767,1.74285714285714,1.68627450980392,1.67605633802817,1.67415730337079,1.756,1,4,21,41,68,99,139,174,202,242,2226.92201419361,15926.6026977569,187.848,83.3233,0.912177343,"5","3",21,55
