Pnum,Section,Owner,Mixed species,Species,State code,Closed,Clear date,Missing entire brood,Suspected predation,Lay date,April lay date,Lay date uncertainty,Lay date visit interval,Laying rate,Incubation started,Num broken eggs,Expected hatch date,Hatch date,April hatch date,Incubation duration,Total egg weight,Num eggs weighed,Clutch size,Num chicks,Num chicks ringed,April ring date,Ring day,Num live chicks,Num dead chicks,Num fledglings,Mean chick weight,Num linked pulli records,Num linked adult records,Father,Mother,Identified adults,Chick ids,Dead ringed chick ids,Experiment codes,Num eggs manipulated,Comments,Legacy average egg weight,Legacy max nest state code,Legacy last visit date,Legacy hatch age in days,Legacy april hatch date,Legacy predation,Legacy clutch accuracy,Legacy mean fledge weight,Legacy num ringed dead chicks
20221MP44,mp,Anett Kiss,false,b,6,true,13-06-2022,,,20-04-2022,20,0,7,1.00,true,0,12-05-2022,12-05-2022,42,13,4.18,4,10,6,6,56,15,6,0,6,11.17,6,3,atr4875,atr8224,"01103fb8b9, atr8224",,,3,0,"93mm, FON, FON, not hatched, FON sitting tight, original yn8, decreased treatment to yn6, yn6 moved to mp90, yn4 received, nails clipped and photos, faceplated, trapped and photos",,,,,,,,,
20221MP45,mp,Anett Kiss,false,b,6,true,13-06-2022,,,28-04-2022,28,0,7,,true,0,19-05-2022,17-05-2022,47,11,,,9,7,7,61,15,7,2,5,9.61,7,0,,,,,"ajy2180, ajy2182",,0,"FON, FON, not hatched, chicks look okay, various sizes, one runt",,,,,,,,,
20221MP46,mp,Anett Kiss,false,b,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP47,mp,Anett Kiss,false,b,6,true,29-05-2022,,,26-04-2022,26,0,8,1.00,true,0,16-05-2022,15-05-2022,45,12,3.93,4,8,5,0,,,,5,0,,0,1,,ajy2073,ajy2073,,,,0,"95mm, FON but eggs cold, FON, faceplated, trapped, suspect single parent",,,,,,,,,
20221MP48,mp,Anett Kiss,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP49,mp,Anett Kiss,false,g,6,true,02-06-2022,,,17-04-2022,17,0,6,1.00,,0,,,,,5.81,4,9,,0,,,,0,0,,0,0,,,,,,,0,"62mm, suspect abandonment, abandoned nest",,,,,,,,,
20221MP5,mp,Anett Kiss,false,b,6,true,27-05-2022,,,21-04-2022,21,0,8,,true,0,11-05-2022,13-05-2022,43,15,4.30,4,8,7,0,,,,7,0,,0,2,atr5024,ajy2013,"ajy2013, atr5024",,,,0,"FON, FON, not hatched",,,,,,,,,
20221MP50,mp,Anett Kiss,false,b,6,true,02-06-2022,,,18-04-2022,18,0,6,1.00,true,0,10-05-2022,10-05-2022,40,13,4.20,4,10,8,7,54,15,7,2,5,8.54,7,1,,atr9782,atr9782,,"ajy2048, ajy2052",3,0,"58mm, pink wool, ground ivy leaves in nest, eggs uncovered cold, FON, FON sitting tight, original yn9, decreased treatment to yn7, yn6 moved to b228, yn4 received FON, remarked, FON, trapped and photos",,,,,,,,,
20221MP51,mp,Anett Kiss,false,b,6,true,31-05-2022,,,08-04-2022,8,0,5,1.00,true,0,02-05-2022,03-05-2022,33,14,4.45,4,12,12,12,47,15,12,0,12,11.41,12,3,afh4021,afh3487,"01103fbab5, afh4021, afh3487",,,3,0,"68mm, FON, FON, not hatched, FON, FON, control treatment, remarked, trapped",,,,,,,,,
20221MP52,mp,Anett Kiss,false,b,6,true,02-06-2022,,,16-04-2022,16,0,6,1.00,true,0,06-05-2022,07-05-2022,37,14,4.05,3,8,7,6,51,15,6,0,6,11.48,6,2,atr9710,atr5037,"01103fb45a, atr9710",,,3,0,"53mm, lots of pnk wool, FON, FON, not hatched, FON, original yn8, decreased treatment to yn6, yn5 moved to b190, yn3 received, clip nails and photos, remarked, trapped and photos, faceplated",,,,,,,,,
20221MP53,mp,Anett Kiss,false,b,6,true,29-05-2022,,,12-04-2022,12,0,5,1.00,true,0,04-05-2022,05-05-2022,35,14,3.86,4,10,9,8,49,15,8,0,8,10.76,8,2,atr8231,atr4739,"01103fc91c, atr4739",,,3,0,"74mm, uncovered, maybe little warm, FON, not hatched, original yn10, decreased treatment to yn8, yn6 moved to mp60, yn4 received, remarked, nails clipped and photos, faceplated, trapped",,,,,,,,,
20221MP54,mp,Anett Kiss,false,b,6,true,19-05-2022,,,16-04-2022,16,0,6,0.67,true,0,07-05-2022,09-05-2022,39,15,3.48,3,9,8,0,,,,7,0,,0,0,,,,,,,0,"73mm, FON, not hatched, FON, faceplated",,,,,,,,,
20221MP55,mp,Anett Kiss,false,g,6,true,13-06-2022,,,12-04-2022,12,0,5,0.67,true,0,03-05-2022,03-05-2022,33,13,5.33,3,9,9,9,47,15,9,0,9,18.81,9,2,ty69215,ty69208,"ty69208, ty69215",,,,0,"FON, 43mm, greti pair alarming, parents alarming",,,,,,,,,
20221MP56,mp,Anett Kiss,false,g,6,true,26-05-2022,,,07-04-2022,7,0,3,1.00,true,0,25-04-2022,29-04-2022,29,15,6.20,4,8,7,6,43,15,6,0,6,19.32,6,2,vz33859,,"3b004bcfd7, vz33859",,,,0,"64mm nest height, some pink wool, pink wool disappeared, FON, FON, one chick much younger day1-2, faceplated, trapped",,,,,,,,,
20221MP57,mp,Anett Kiss,false,b,6,true,21-05-2022,,,15-04-2022,15,0,3,1.00,true,0,08-05-2022,10-05-2022,40,15,4.33,4,11,10,0,,,,9,0,,0,2,,atr8230,"atr8230, 01103fa03b",,,,0,"63mm, FON, not hatched, FON, not hatched, faceplated, yn6, FON",,,,,,,,,
20221MP58,mp,Anett Kiss,false,g,6,true,30-05-2022,,,17-04-2022,17,0,6,1.00,true,0,06-05-2022,06-05-2022,36,13,6.37,4,7,7,7,50,15,7,0,7,17.30,7,1,,ty68348,"01103fbb5b, ty68348",,,,0,"50mm, lots of pink wool, eggs feel maybe kind of warm, not hatched, 1 yd1",,,,,,,,,
20221MP59,mp,Anett Kiss,false,,6,true,13-06-2022,,,12-04-2022,12,5,5,,,0,,,,,,,1,,0,,,,0,0,,0,0,,,,,,,0,"64mm, suspect abandonment, cold egg",,,,,,,,,
20221MP6,mp,Anett Kiss,false,b,6,true,21-05-2022,,,14-04-2022,14,0,6,1.00,true,0,07-05-2022,11-05-2022,41,17,4.71,4,11,9,0,,,,9,0,,0,1,atr8058,,01103fa262,,,,0,"68mm, eggs uncovered cold, FON, not hatched",,,,,,,,,
20221MP60,mp,Anett Kiss,false,b,6,true,13-06-2022,,,13-04-2022,13,0,6,,true,0,07-05-2022,05-05-2022,35,11,4.72,4,12,12,12,49,15,12,0,12,10.73,12,3,atr4703,avl7450,"0110174e71, 01103fa456, avl7450",,,3,0,"85mm, FON, not hatched, 1 just about to hatch, FON, original CS10, en9 on 21/04, original yn10, increased treatment to yn12, yn4 moved to mp53, yn6 received, FON, remarked, nails clipped and photos, faceplated, FON, trapped",,,,,,,,,
20221MP61,mp,Anett Kiss,false,b,6,true,27-05-2022,,,11-04-2022,11,0,5,1.00,true,0,04-05-2022,03-05-2022,33,12,3.28,3,11,9,8,47,15,8,0,8,10.90,8,2,atr4815,atr9701,"atr9701, atr4815",,,3,0,"80mm, FON, faceplated,, FON, FON, original yn11, decreased treatment, yn4 moved to mp67, yn6 received, remarked, nails clipped and photos, catch and photos",,,,,,,,,
20221MP62,mp,Anett Kiss,false,b,6,true,02-06-2022,,,17-04-2022,17,0,6,1.00,true,0,09-05-2022,08-05-2022,38,12,4.99,4,10,9,8,52,15,8,1,7,9.90,8,1,,ajy2716,ajy2716,,ajy2849,3,0,"48mm, bluti alarm, FON, not hatched, FON, photos,yn8 en1, FON, original CS8, original yn7, increased treatment to yn9, yn3 moved to b226, yn5 received, remarked, nails clipped and photos",,,,,,,,,
20221MP63,mp,Anett Kiss,false,g,6,true,02-06-2022,,,13-04-2022,13,0,6,,true,0,03-05-2022,,,,6.67,4,8,,0,,,,0,0,,0,0,,,,,,,0,"59mm, greti pair alarm, eggs uncovered cold, FON, eggs cold, eggs cold, not hatched, eggs cold, eggs are cold, suspect abandonment, abandoned nest, cold eggs",,,,,,,,,
20221MP64,mp,Anett Kiss,false,b,6,true,13-06-2022,,,25-04-2022,25,0,6,,true,0,16-05-2022,15-05-2022,45,12,3.16,3,9,8,3,59,15,3,2,3,10.10,3,2,ajy2072,ajy2071,"ajy2071, ajy2072",,,,0,"faceplate was fallen off on arrival, faceplated, FON, trapped, both parents present",,,,,,,,,
20221MP65,mp,Anett Kiss,false,g,6,true,02-06-2022,,,17-04-2022,17,0,6,1.00,true,0,07-05-2022,,,,7.49,4,8,,0,,,,0,0,,0,0,,,,,,,0,"50mm, FON, eggs cold, eggs are cold, suspect abandonment, cold eggs",,,,,,,,,
20221MP66,mp,Anett Kiss,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,dead bird found vz30985,,,,,,,,,
20221MP67,mp,Anett Kiss,false,b,6,true,29-05-2022,,,11-04-2022,11,0,5,1.00,true,0,06-05-2022,03-05-2022,33,10,4.53,4,13,13,13,47,15,13,0,13,10.82,13,2,atr5051,atr9702,"atr5051, atr9702",,,3,0,"78mm, FON, 1 runt, remarked, FON, original CS11, FON, increased treatment (original CS11, original BS11 on d3), nails clipped and photos, faceplated, catch and photos",,,,,,,,,
20221MP68,mp,Anett Kiss,false,b,6,true,02-06-2022,,,16-04-2022,16,0,6,1.00,true,0,07-05-2022,08-05-2022,38,14,3.68,3,9,8,7,52,15,7,0,7,11.84,7,2,atr7778,,"011016e273, atr7778",,,3,0,"55mm, eggs uncovered cold, FON, FON, not hatched, FON, photos, yn7, FON, original yn9, decreased treatment to yn7, yn5 moved to mp3, yn3 received, remarked, nails clipped and photos",,,,,,,,,
20221MP69,mp,Anett Kiss,false,g,6,true,26-05-2022,,,08-04-2022,8,0,5,0.67,true,0,29-04-2022,01-05-2022,31,15,6.45,4,9,8,8,46,16,8,0,8,19.31,8,2,ty68329,vs84227,"0700ed98f8, 01103fc1ac",,,,0,"76mm, FON, sitting tight, FON, not hatched, faceplated, ringed a day late",,,,,,,,,
20221MP7,mp,Anett Kiss,false,b,6,true,14-06-2022,,,12-05-2022,42,0,11,1.00,true,0,31-05-2022,31-05-2022,61,13,4.00,3,7,6,0,,,,1,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP70,mp,Anett Kiss,false,b,6,true,13-06-2022,,,18-04-2022,18,0,6,,,0,,,,,,,2,,0,,,,0,0,,0,0,,,,,,,0,70mm,,,,,,,,,
20221MP71,mp,Anett Kiss,false,b,6,true,13-06-2022,,,24-04-2022,24,0,8,1.00,true,0,13-05-2022,13-05-2022,43,11,3.59,3,9,7,5,57,15,5,2,5,9.20,5,3,atr4737,atr5000,"atr5000, 030003161a",,,3,0,"79mm, FON, FON, female ringed, not hatched, fon, FON, original yn8, decreased treatment to yn6, yn5 moved to mp72, yn3 received, remarked, extra young hatched on 18/05, nails clipped and photos, faceplated, trapped and photos",,,,,,,,,
20221MP72,mp,Anett Kiss,false,b,6,true,13-06-2022,,,23-04-2022,23,0,8,1.00,true,0,16-05-2022,13-05-2022,43,10,4.01,4,11,11,7,57,15,7,1,7,8.73,7,2,atr4758,atr7775,"01103fbad0, 0700ee2869",,,3,0,"53mm, fon, FON, original CS9, FON, original yn9, increased treatment to yn11, yn3 moved to mp71, yn5 received, remarked, nais clipped and photos, faceplated, photos",,,,,,,,,
20221MP73,mp,Anett Kiss,false,,6,true,13-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP74,mp,Anett Kiss,false,g,6,true,30-05-2022,,,14-04-2022,14,0,6,,true,0,04-05-2022,05-05-2022,35,14,6.28,4,8,8,8,49,15,8,0,8,17.86,8,1,ty69216,ty69444,"01103f978a, ty69216",,,,0,"52mm, greti alarm, not hatched, FON, FON",,,,,,,,,
20221MP75,mp,Anett Kiss,false,,6,true,31-05-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP76,mp,Anett Kiss,false,g,6,true,13-06-2022,,,12-04-2022,12,5,5,,,0,,,,,,,1,,0,,,,0,0,,0,0,,,,,,,0,"93mm, suspect abandonment, cold egg",,,,,,,,,
20221MP77,mp,Anett Kiss,false,g,6,true,13-05-2022,,,09-04-2022,9,0,5,1.00,true,0,02-05-2022,03-05-2022,33,14,6.37,4,11,11,0,,,,11,0,,0,2,,vz30598,0110176079,,,,0,"65mm, FON sitting tight, not hatched, FON, faceplated",,,,,,,,,
20221MP78,mp,Anett Kiss,false,,6,true,13-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP79,mp,Anett Kiss,false,g,6,true,30-05-2022,,,11-04-2022,11,0,5,1.00,true,0,03-05-2022,06-05-2022,36,16,6.79,4,10,6,6,50,15,6,0,6,47.93,6,1,ty68302,ty68841,"01103fc1ee, 3b00189834",,,,0,"39mm, uncovered cold, FON, not hatched, FON, FON",,,,,,,,,
20221MP8,mp,Anett Kiss,false,,6,true,15-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP80,mp,Anett Kiss,false,b,6,true,20-05-2022,,,12-04-2022,12,0,5,1.00,true,1,06-05-2022,06-05-2022,36,13,4.23,4,12,11,0,,,,9,0,,0,1,,atr4701,011016e78c,,,,0,"53mm, FON, not hatched, not hatched, FON, not hatched, not hatched, FON, 2 yd1, FON, original yn9, increased treatment to yn11, yn4 moved to mp28, yn6 received, FON, sitting tight, original CS10, en6 on 18/04, remarked, nails clipped and photos, photos, did not faceplate",,,,,,,,,
20221MP81,mp,Anett Kiss,false,,6,true,13-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP82,mp,Anett Kiss,false,,6,true,13-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,bats,,,,,,,,,
20221MP83,mp,Anett Kiss,false,,6,true,15-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP84,mp,Anett Kiss,false,,6,true,15-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP85,mp,Anett Kiss,false,b,6,true,24-06-2022,,,11-05-2022,41,0,11,,true,0,30-05-2022,29-05-2022,59,12,,,7,4,3,73,15,3,0,3,8.60,3,0,,,,,,,0,"ew1.3/1, FON, both parents present",,,,,,,,,
20221MP86,mp,Anett Kiss,false,b,6,true,15-06-2022,,,23-04-2022,23,0,8,0.83,true,0,16-05-2022,15-05-2022,45,12,4.82,4,11,11,6,59,15,6,0,6,9.87,6,2,atr7786,ajy2075,"011016e8d5, ajy2075",,,,0,"FON, trapped",,,,,,,,,
20221MP87,mp,Anett Kiss,false,b,6,true,15-06-2022,,,20-04-2022,20,0,8,1.00,true,0,14-05-2022,12-05-2022,42,11,4.16,4,12,9,9,56,15,9,2,7,9.48,9,2,atr4801,ajy2011,"atr4801, ajy2011",,"ajy2127, ajy2132",,0,fon,,,,,,,,,
20221MP88,mp,Anett Kiss,false,b,6,true,15-06-2022,,,23-04-2022,23,0,8,1.00,true,0,13-05-2022,14-05-2022,44,14,4.46,4,8,8,3,58,15,3,7,0,8.70,3,1,,atr6817,atr6817,,"atr9825, atr9823, atr9824",,0,"bluti alarm, FON, fon, fourth dead chick unringed found in nest, probably wasn't removed at ringing",,,,,,,,,
20221MP89,mp,Anett Kiss,false,g,6,true,14-06-2022,,,18-04-2022,18,0,6,1.00,true,0,09-05-2022,11-05-2022,41,15,7.16,4,9,8,8,55,15,8,0,8,18.76,8,2,ty68356,ty70095,"01103fa801, 01103fb2fb",,,,0,"53mm, eggs uncovered cold, FON",,,,,,,,,
20221MP9,mp,Anett Kiss,false,,6,true,15-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP90,mp,Anett Kiss,false,b,6,true,15-06-2022,,,19-04-2022,19,0,8,,true,0,13-05-2022,12-05-2022,42,12,4.51,4,12,12,3,56,15,3,10,0,8.07,3,1,,atr9811,atr9811,,"ajy2133, ajy2134, ajy2135",3,0,"unhatched, yn11, FON, original CS10, FON, original yn10, increased treatment to yn12, yn4 moved to mp44, yn6 received, nails clipped and photos, FON",,,,,,,,,
20221MP91,mp,Anett Kiss,false,,6,true,15-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP92,mp,Anett Kiss,false,g,6,true,15-06-2022,,,20-04-2022,20,0,10,1.00,true,0,10-05-2022,,,,6.30,4,8,,0,,,,0,0,,0,0,,,,,,,0,"FON with pox, not hatched, eggs cold, eggs are cold, suspect abandonment",,,,,,,,,
20221MP93,mp,Anett Kiss,false,b,6,true,22-05-2022,,,20-04-2022,20,0,10,1.00,true,1,13-05-2022,14-05-2022,44,14,4.50,4,11,8,0,,,,8,0,,0,1,,afh2629,afh2629,,,,0,"FON sitting tight so uncertain egg count, not hatched, not hatched",,,,,,,,,
20221MP94,mp,Anett Kiss,false,,6,true,15-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221MP95,mp,Anett Kiss,false,b,6,true,15-06-2022,,,19-04-2022,19,0,10,,true,0,08-05-2022,,,,3.40,3,7,,0,,,,0,0,,0,0,,,,,,,0,"not hatched, eggs cold",,,,,,,,,
20221MP96,mp,Anett Kiss,false,g,6,true,14-06-2022,,,23-04-2022,23,0,6,,true,0,13-05-2022,13-05-2022,43,13,5.91,4,8,7,7,57,15,7,0,7,16.06,7,3,vz30994,ty68422,"01103fa80f, 011017767e",,,,0,"FON, fon",,,,,,,,,
20221MP97,mp,Keith Mc Mahon,false,g,6,true,08-06-2022,,,22-04-2022,22,0,2,1.00,true,0,12-05-2022,12-05-2022,42,13,5.00,3,8,7,6,56,15,6,0,6,17.57,6,2,,pf71393,pf71393,,,,0,,,,,,,,,,
20221MP98,mp,Keith Mc Mahon,false,b,6,true,08-06-2022,,,19-04-2022,19,0,6,1.00,true,0,08-05-2022,08-05-2022,38,13,3.40,3,7,7,7,52,15,7,0,7,10.89,7,1,,atr7908,atr7908,,,,0,"female not ringed, not hatched, no tags on faceplate, but birds were visiting the nest",,,,,,,,,
20221O1,o,Nilo Merino Recalde,false,b,6,true,19-05-2022,,,15-04-2022,15,0,7,,true,0,07-05-2022,07-05-2022,37,13,3.40,3,10,10,0,,,,10,0,,0,1,,atr7579,01103f888b,,,,0,"FON, ringed female",,,,,,,,,
20221O10,o,Nilo Merino Recalde,false,b,6,true,22-06-2022,,,11-04-2022,11,0,7,,true,0,04-05-2022,04-05-2022,34,13,3.40,3,11,10,10,48,15,10,0,10,11.90,10,3,atr4476,atr8211,"011016ca14, atr8211, atr4476",,,,0,"tightsitting, FON",,,,,,,,,
20221O100,o,Carys Jones,false,b,6,true,22-06-2022,,,22-04-2022,22,0,4,,true,0,12-05-2022,13-05-2022,43,14,4.30,4,8,8,8,57,15,8,0,8,11.06,8,1,ajy2570,,ajy2570,,,,0,"FON, not hatched FON, faceplated, caught male",,,,,,,,,
20221O101,o,Carys Jones,false,b,6,true,22-06-2022,,,19-04-2022,19,0,7,,true,0,09-05-2022,11-05-2022,41,15,4.00,4,8,8,4,55,15,4,6,2,9.13,4,1,,ajy2388,ajy2388,,"ajy2617, ajy2618",,0,"FON, not hatched FON, faceplated, caught female",,,,,,,,,
20221O102,o,Carys Jones,false,b,6,true,22-06-2022,,,23-04-2022,23,0,7,,true,0,14-05-2022,14-05-2022,44,13,3.50,3,9,7,6,58,15,6,0,6,11.65,6,1,,ajy2616,ajy2616,,,,0,"FON, not hatched, caught female",,,,,,,,,
20221O103,o,Carys Jones,false,b,6,true,21-05-2022,true,,19-04-2022,19,0,3,1.00,true,0,09-05-2022,11-05-2022,41,14,3.60,3,9,9,0,,,,0,0,,0,0,,,,,,,0,"FON, not hatched FON, faceplated, whole nest gon",,,,,,,,,
20221O104,o,Carys Jones,false,b,6,true,30-05-2022,,,15-04-2022,15,0,6,,true,0,06-05-2022,05-05-2022,35,12,4.40,4,9,9,9,49,15,9,9,0,8.53,9,2,abj6470,atr4588,"abj6470, atr4588",,"ajy3712, ajy3713, ajy3714, ajy3715, ajy3716, ajy3717, ajy3718, ajy3719, ajy3720",,0,"FON, FON, faceplated, caught both",,,,,,,,,
20221O105,o,Carys Jones,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221O106,o,Carys Jones,false,b,6,true,01-06-2022,,,17-04-2022,17,0,6,1.00,true,0,08-05-2022,08-05-2022,38,12,4.00,4,10,10,10,52,15,10,0,10,11.10,10,2,atr6554,ajy2271,"atr6554, ajy2271",,,,0,"FON, not hatched FON, faceplated, caught both",,,,,,,,,
20221O107,o,Carys Jones,false,b,6,true,30-05-2022,,,11-04-2022,11,0,3,1.00,true,0,04-05-2022,05-05-2022,35,14,4.00,4,11,7,7,49,15,7,0,7,11.50,7,1,,ajy2218,ajy2218,,,,0,"FON, not hatched FON, faceplated, caught female",,,,,,,,,
20221O108,o,Carys Jones,false,b,6,true,22-06-2022,,,16-04-2022,16,0,6,,true,0,08-05-2022,09-05-2022,39,14,3.30,3,10,9,9,53,15,9,0,9,10.22,9,2,atr5617,atr6548,"atr6548, atr5617",,,,0,"FON, not hatched FON, faceplated, caught both",,,,,,,,,
20221O109,o,Carys Jones,false,g,6,true,01-06-2022,,,14-04-2022,14,0,6,,true,0,04-05-2022,07-05-2022,37,16,6.40,4,8,8,7,51,15,7,0,7,18.40,7,1,vs84090,tw41858,"01101776da, 0700ed8769",,,,0,"faceplated, FON",,,,,,,,,
20221O11,o,Nilo Merino Recalde,false,g,6,true,31-05-2022,,,13-04-2022,13,0,7,1.00,true,0,03-05-2022,04-05-2022,34,13,6.85,4,9,8,8,48,15,8,0,8,18.83,8,1,pf72701,,pf72701,,,,0,"cold, FON",,,,,,,,,
20221O110,o,Carys Jones,false,b,6,true,22-06-2022,,,24-04-2022,24,0,7,1.00,true,0,14-05-2022,13-05-2022,43,12,4.30,4,8,8,7,57,15,7,0,7,10.20,7,1,atr5365,,atr5365,,,,0,"FON, FON, faceplated, caught male",,,,,,,,,
20221O111,o,Carys Jones,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221O112,o,Carys Jones,false,b,6,true,22-06-2022,,,15-04-2022,15,0,6,1.00,true,0,09-05-2022,09-05-2022,39,13,4.10,4,12,11,10,53,15,10,0,10,10.93,10,2,atr6471,atr7431,"atr7431, atr6471",,,,0,"FON, FON, faceplated, caught both",,,,,,,,,
20221O113,o,Carys Jones,false,g,6,true,01-06-2022,,,28-04-2022,28,0,7,,,0,,,,,6.50,4,6,,0,,,,0,0,,0,0,,,,,,,0,"not hatched eggs cold, cold",,,,,,,,,
20221O114,o,Carys Jones,false,b,6,true,01-06-2022,,,17-04-2022,17,0,6,1.00,true,0,08-05-2022,07-05-2022,37,12,4.70,4,9,8,8,51,15,8,0,8,11.50,8,2,,afh5860,"01103f71f0, afh580",,,,0,"FON, FON, faceplated, caught female",,,,,,,,,
20221O115,o,Carys Jones,false,b,6,true,22-06-2022,,,18-04-2022,18,0,6,1.00,true,0,08-05-2022,09-05-2022,39,12,4.60,4,10,9,9,53,15,9,0,9,10.97,9,1,ajy2325,,ajy2325,,,,0,"FON, not hatched FON, FON, faceplated, caught male",,,,,,,,,
20221O116,o,Carys Jones,false,g,6,true,22-06-2022,,,18-04-2022,18,0,6,1.00,true,0,06-05-2022,07-05-2022,37,14,6.00,4,6,6,6,51,15,6,0,6,17.38,6,2,vz33312,tv44468,"01103fbaa1, 0700ed8797",,,,0,"not hatched FON, FON, faceplated",,,,,,,,,
20221O117,o,Carys Jones,false,,6,true,22-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,bat in box,,,,,,,,,
20221O118,o,Carys Jones,false,,6,true,22-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221O119,o,Carys Jones,false,g,6,true,22-06-2022,,,19-04-2022,19,0,5,,true,0,07-05-2022,09-05-2022,39,15,6.90,4,6,5,5,53,15,5,0,5,18.96,5,1,,pf71717,01103fbfed,,,,0,"FON, FON, faceplated",,,,,,,,,
20221O12,o,Nilo Merino Recalde,false,b,6,true,22-06-2022,,,27-04-2022,27,0,7,2.00,true,0,18-05-2022,17-05-2022,47,12,3.59,3,9,9,5,61,15,5,3,4,9.06,5,1,,atr6774,atr6774,,atr7187,,0,"FON, FON, unringed, back in 2 days",,,,,,,,,
20221O13,o,Nilo Merino Recalde,false,b,6,true,31-05-2022,,,14-04-2022,14,0,7,,true,0,06-05-2022,06-05-2022,36,13,3.30,3,10,10,10,50,15,10,0,10,10.52,10,4,atr4370,atr7797,"01103fa6f0, 01103fb385, atr7797, atr4370",,,,0,FON,,,,,,,,,
20221O13A,o,Nilo Merino Recalde,false,b,6,true,31-05-2022,,,10-04-2022,10,0,7,,true,0,03-05-2022,03-05-2022,33,13,4.35,4,11,5,5,47,15,5,0,5,11.42,5,2,avl3946,ajy3201,"ajy3201, avl3946",,,,0,,,,,,,,,,
20221O14,o,Nilo Merino Recalde,false,g,6,true,22-06-2022,,,15-04-2022,15,0,7,,true,0,06-05-2022,06-05-2022,36,13,5.00,3,9,9,9,50,15,9,0,9,18.12,9,3,pf72506,,"01103fa816, 01103fb1f8, pf72506",,,,0,FON,,,,,,,,,
20221O15,o,Nilo Merino Recalde,false,b,6,true,22-06-2022,,,15-04-2022,15,0,7,,true,0,09-05-2022,09-05-2022,39,13,3.90,3,12,11,11,53,15,11,0,11,10.96,11,2,ajy3239,avl7393,"avl7393, ajy3239",,,,0,,,,,,,,,,
20221O16,o,Nilo Merino Recalde,false,b,6,true,22-06-2022,,,17-04-2022,17,0,7,,true,0,10-05-2022,10-05-2022,40,13,3.40,3,11,8,8,54,15,8,0,8,10.86,8,1,atr5332,,01103fa421,,,,0,FON,,,,,,,,,
20221O17,o,Nilo Merino Recalde,false,b,6,true,22-06-2022,,,18-04-2022,18,0,7,,true,0,10-05-2022,10-05-2022,40,13,3.60,3,10,9,9,54,15,9,0,9,10.88,9,3,,afh2874,"01103fc2cc, afh2874",,,,0,FON,,,,,,,,,
20221O18,o,Nilo Merino Recalde,false,b,6,true,22-06-2022,,,26-04-2022,26,0,7,2.00,true,0,17-05-2022,15-05-2022,45,11,5.19,4,9,7,7,59,15,7,0,7,11.34,7,1,,ajy3928,011016af64,,,,0,"FON, FON, female unringed",,,,,,,,,
20221O19,o,Nilo Merino Recalde,false,b,6,true,22-06-2022,,,21-04-2022,21,0,7,,true,0,11-05-2022,13-05-2022,43,15,4.42,4,8,7,7,57,15,7,0,7,11.03,7,1,,ajy3927,01103fba30,,,,0,"FON, Unhatched",,,,,,,,,
20221O2,o,Nilo Merino Recalde,false,b,6,true,22-06-2022,,,24-04-2022,24,0,7,,,0,,12-05-2022,42,13,4.34,4,6,5,5,56,15,5,0,5,10.96,5,1,ajy3301,,ajy3301,,,,0,FON,,,,,,,,,
20221O20,o,Nilo Merino Recalde,false,m,6,true,22-06-2022,,,01-04-2022,1,0,7,,true,0,21-04-2022,25-04-2022,25,17,4.40,4,8,8,7,39,15,7,0,7,10.76,7,4,abj6230,s883701,"01103fbc72, 011016fb55",,,,0,FON,,,,,,,,,
